Season,Round,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League
2018-2019,Matchweek 26,26,3,0,0,-1.8,-0.8,-2.4,258.4,0.2,1,1.6,2.6,12,1.2,0,1,Premier_league
2018-2019,Matchweek 26,26,6,0,0.8,0.4,1,-3.6,-5.2,0.8,2,2.4,2.4,5,1.4,1.8,1,Premier_league
2018-2019,Matchweek 26,26,1,2,0.4,-1,1,2.8,109.8,0,18,1.4,1,16,0.8,0.8,0,Premier_league
2018-2019,Matchweek 26,26,3,1,0.6,3.4,0.4,-2.6,239.2,0.3,3,2.4,1.8,10,0.8,1.4,1,Premier_league
2018-2019,Matchweek 26,26,1,0,0.2,-2.4,-1.2,-1.6,-116.2,-0.1,8,1.6,1,9,1.4,1.4,1,Premier_league
2018-2019,Matchweek 27,27,2,0,0.2,-0.8,-0.8,-1,40.2,0.1,6,1.8,3,18,1.2,1.6,1,Premier_league
2018-2019,Matchweek 27,27,2,1,-0.2,-6.8,-1.8,-0.6,-272.4,-0.1,14,1.4,1.6,3,2.4,2.4,1,Premier_league
2018-2019,Matchweek 27,27,1,5,0.2,1.4,0.6,-1.4,-73.4,-0.2,17,1.4,1.4,7,1.6,2,0,Premier_league
2018-2019,Matchweek 27,27,3,0,0.6,0.4,1.2,3.8,228.8,0,5,1.2,2,14,0.2,0.6,1,Premier_league
2018-2019,Matchweek 27,27,0,2,-2,-5.2,-3.6,7.2,-264,-1.4,9,1.4,1.2,2,2.4,1.2,0,Premier_league
2018-2019,Matchweek 27,27,1,4,-0.4,0,1.2,-10.8,46,0.3,10,0.2,0.6,12,1,1.4,0,Premier_league
2018-2019,Matchweek 27,27,2,0,1.2,-1.4,0,-0.2,-136,0,16,1.4,1.4,20,0.2,0.2,1,Premier_league
2018-2019,Matchweek 27,27,3,1,-0.4,-6,-1.6,3.2,-152.6,-0.8,10,1,1.4,19,0.8,0.4,1,Premier_league
2018-2019,Matchweek 28,28,5,1,0.4,1,0.4,-0.6,58.4,0.3,6,2.4,3,12,1.4,0,1,Premier_league
2018-2019,Matchweek 28,28,0,3,0.6,4.8,0.4,-2.2,-138.2,0.6,17,1.2,0.8,9,0.8,1.4,0,Premier_league
2018-2019,Matchweek 28,28,1,0,-0.2,-1.2,0.2,5,57.2,0,5,1.2,2,3,2.4,2.4,1,Premier_league
2018-2019,Matchweek 28,28,1,3,0.6,-1,-1.6,8.4,-118.6,0,12,1.6,1,4,2.2,3,0,Premier_league
2018-2019,Matchweek 28,28,1,0,-2.2,-5.8,-2.8,-0.4,19.4,-1.1,20,0,0,8,2.2,1.6,1,Premier_league
2018-2019,Matchweek 28,28,2,1,0.2,4.4,1.6,-0.4,9.6,0.6,10,0.2,0.6,15,0.2,0.6,1,Premier_league
2018-2019,Matchweek 28,28,5,0,0.4,5,3,-1.6,308.6,0.3,1,1.8,2.6,7,1.6,2,1,Premier_league
2018-2019,Matchweek 28,28,1,0,2,4.4,4,-2.2,233.8,1.1,2,2.4,2.4,11,1,0.8,1,Premier_league
2018-2019,Matchweek 28,28,2,0,0,3.6,0.8,5.8,84,-0.3,12,2,2,15,1.8,1.6,1,Premier_league
2018-2019,Matchweek 28,28,2,0,-0.2,-1.8,0.6,4.8,-68.2,-0.8,17,0.6,0.4,19,0.6,0.4,1,Premier_league
2018-2019,Matchweek 29,29,0,1,-1.4,-6.2,-3.4,0,-258,-1.5,14,0.8,2,1,2.4,1.8,0,Premier_league
2018-2019,Matchweek 29,29,1,0,0.4,3.8,1.2,-5.2,-54.8,0.3,13,0.2,1,20,0.6,0.2,1,Premier_league
2018-2019,Matchweek 29,29,1,2,-0.2,-5.8,0.2,-5,-68,-0.3,16,1.6,1.6,12,1.6,2,0,Premier_league
2018-2019,Matchweek 29,29,1,2,-0.8,-0.8,-0.6,-7,-68.8,0.2,19,0.6,1.4,5,1.8,1.2,0,Premier_league
2018-2019,Matchweek 29,29,3,2,0.8,2,1,-5.4,46.6,0.3,3,2.2,2.2,17,1,1.6,1,Premier_league
2018-2019,Matchweek 29,29,2,1,0.4,-9.8,-2.2,6.4,-40.4,-0.9,7,1.4,1.6,10,0.8,1.4,1,Premier_league
2018-2019,Matchweek 29,29,2,0,-0.4,-4.4,-2,0.6,-43.6,-0.1,10,1,1.4,14,2,0.4,1,Premier_league
2018-2019,Matchweek 29,29,2,0,0.4,0.2,0.4,-0.6,192.2,0.2,8,1.6,1.4,17,1.2,1.4,1,Premier_league
2018-2019,Matchweek 30,30,2,0,0.2,-1.8,-1,-0.8,15.6,0.5,6,2,3,3,2.6,3,1,Premier_league
2018-2019,Matchweek 30,30,2,0,-0.4,1.6,0.8,0,-80.6,-0.1,17,1.2,0.8,11,1.6,0.2,1,Premier_league
2018-2019,Matchweek 30,30,1,2,1.4,1.6,1,3.6,-69.2,0.8,13,2,0.8,12,0.8,0.6,0,Premier_league
2018-2019,Matchweek 30,30,0,1,0,2.2,1.4,2.2,82.2,0.1,20,0.6,0.6,13,0.2,0,0,Premier_league
2018-2019,Matchweek 30,30,3,1,0.6,7.8,1.4,-2.2,-17.6,0.5,10,0.6,0.6,19,0,0.2,1,Premier_league
2018-2019,Matchweek 30,30,4,2,0.4,1,2,3.2,253.4,-0.6,2,1.8,2.6,16,1.4,1.6,1,Premier_league
2018-2019,Matchweek 30,30,3,1,1,11,3.8,-7.4,267,1.6,1,3,3,7,2,1.4,1,Premier_league
2018-2019,Matchweek 30,30,3,2,0.2,6.2,1.2,-1.2,0.8,0.5,13,1.4,2.4,9,0.8,1.4,1,Premier_league
2018-2019,Matchweek 30,30,2,1,0,-2.6,1.2,2.8,-189.4,-0.4,17,0.8,1,3,1.4,1.8,1,Premier_league
2018-2019,Matchweek 31,31,0,2,0,-3.2,-1.6,-5.2,102,-1.4,12,1.2,1.4,16,1.2,1.2,0,Premier_league
2018-2019,Matchweek 31,31,1,2,0,-9.2,-2,1.8,-173,-0.3,17,1.2,1.6,10,1.2,0.8,0,Premier_league
2018-2019,Matchweek 31,31,2,0,-0.4,-8.6,-1.4,0.2,-210,-0.6,9,0.8,0.8,5,2,1.2,1,Premier_league
2018-2019,Matchweek 31,31,1,2,-1.8,-4.8,-1.6,-0.8,-135.6,-0.8,19,0,1.2,2,2.2,1.2,0,Premier_league
2018-2019,Matchweek 31,31,0,2,-0.8,-5.6,-2,3.4,-258.8,-1.3,4,2,2.2,1,3,2.4,0,Premier_league
2018-2019,Matchweek 31,31,2,0,-0.6,-1.6,0.2,-2.2,78.6,-0.5,3,0.8,2,15,1.4,2,1,Premier_league
2018-2019,Matchweek 31,31,4,3,0.8,-1.4,-0.2,1.4,-36.8,0.4,11,1.4,2,20,0.6,0.2,1,Premier_league
2018-2019,Matchweek 31,31,3,1,-1.4,-1,-0.8,6.2,6.6,-0.6,7,1.2,2,6,2.6,0.8,1,Premier_league
2018-2019,Matchweek 32,32,2,0,0.4,-5.8,-2.4,-6.2,61.4,0.1,6,2,3,14,2,0.4,1,Premier_league
2018-2019,Matchweek 32,32,0,1,-0.6,-1.6,-2,-2.2,100.6,-0.5,13,1.2,0.8,16,1.4,1,0,Premier_league
2018-2019,Matchweek 32,32,1,0,-0.2,2.6,0.6,-3.6,-26.2,0,16,0.6,1,7,1.6,1,1,Premier_league
2018-2019,Matchweek 32,32,1,2,-0.4,-3.8,-0.4,2.8,-350.2,0.7,18,1.2,1.4,5,2,0.6,0,Premier_league
2018-2019,Matchweek 32,32,2,0,0.8,0.8,0,1.4,-40,0.4,12,1.2,0.8,20,0.6,0.2,1,Premier_league
2018-2019,Matchweek 32,32,0,2,-1,-7.4,-2,6,-270.8,-1.4,19,0,0.6,1,3,2.4,0,Premier_league
2018-2019,Matchweek 32,32,2,0,0.8,10.4,2.6,-0.2,147.6,0.1,9,1.8,1.2,14,1,0.6,1,Premier_league
2018-2019,Matchweek 32,32,2,1,-0.6,4,-0.6,-1.4,-14.8,0.3,4,1.4,1.6,9,1.4,0.8,1,Premier_league
2018-2019,Matchweek 32,32,0,2,0.4,1.6,-1,2.2,80,0.3,11,1.8,2.6,8,1.4,1.4,0,Premier_league
2018-2019,Matchweek 33,33,0,3,-0.2,-3.4,-0.6,-4,-49.4,-0.2,15,0.8,1.6,13,0.6,1,0,Premier_league
2018-2019,Matchweek 33,33,2,0,0,11.2,2.8,-2.6,191.2,0.3,5,2,2.6,11,1.2,0.2,1,Premier_league
2018-2019,Matchweek 33,33,1,0,-0.4,0.4,2.4,3.8,-110.6,-0.4,7,2,1.4,6,2,0.8,1,Premier_league
2018-2019,Matchweek 33,33,1,4,-1.2,-3.6,-0.6,2.8,-51,-0.5,20,0.6,0.6,8,2.4,0.8,0,Premier_league
2018-2019,Matchweek 33,33,2,0,0.8,6.6,3,-11,421.6,0.6,1,3,3,18,1.2,1.2,1,Premier_league
2018-2019,Matchweek 33,33,0,1,0.2,-0.2,0.6,1.6,-27.8,-0.1,15,1.4,3,11,1.2,1.4,0,Premier_league
2018-2019,Matchweek 33,33,1,3,-0.8,-6.6,-1.8,-1.8,-261.2,-1,17,2,1.6,2,2.2,1.8,0,Premier_league
2018-2019,Matchweek 33,33,1,0,0.2,4,2,0.6,88,0.6,3,1,2.6,13,1.2,0.6,1,Premier_league
2018-2019,Matchweek 33,33,4,1,0.4,0.8,1.4,-1.8,-7.2,0.2,8,0.8,1.8,19,0,0.2,1,Premier_league
2018-2019,Matchweek 34,34,0,4,0,2.2,0.2,5.6,43.6,-0.5,16,1.2,0.8,14,0.8,0.6,0,Premier_league
2018-2019,Matchweek 34,34,2,0,0.6,-2,-1.4,-4.8,84.2,-0.5,13,1.2,1.4,18,1.2,1.2,1,Premier_league
2018-2019,Matchweek 34,34,1,3,-0.8,-10.4,-5.4,7.4,-278.8,-0.9,11,1.8,1.4,1,3,2.4,0,Premier_league
2018-2019,Matchweek 34,34,2,0,-0.6,-4.2,-2.2,0.8,14,-0.8,19,0,0.6,7,2,1.8,1,Premier_league
2018-2019,Matchweek 34,34,0,1,1.4,1.6,1.6,-4.6,86.8,0.6,8,2.4,1.8,14,0.8,0.4,0,Premier_league
2018-2019,Matchweek 34,34,2,0,0.6,-3.4,-1.4,3,-100.6,0.7,2,2.2,2.2,5,2,1.2,1,Premier_league
2018-2019,Matchweek 34,34,2,1,0,5.2,2,-7.6,-15.8,0.8,4,1.4,1.6,11,1.2,0.2,1,Premier_league
2018-2019,Matchweek 34,34,3,1,0,0.6,0.2,-5,-143,-0.3,16,1.4,1.4,8,1.6,1,1,Premier_league
2018-2019,Matchweek 34,34,4,0,0.4,7.6,1.2,-2,164.4,0.5,3,1.6,2.6,20,0,0,1,Premier_league
2018-2019,Matchweek 34,34,0,1,0.6,2.4,3.2,0.2,-98.2,-0.3,8,1.4,2.2,6,1.4,0.8,0,Premier_league
2018-2019,Matchweek 35,35,2,3,0.2,2.2,0.4,-5.6,156.2,0.1,6,1.8,3,11,1.2,2,0,Premier_league
2018-2019,Matchweek 35,35,0,1,0.4,-0.4,-1,-6.6,-4.2,0.5,15,1.4,1,19,0.6,0,0,Premier_league
2018-2019,Matchweek 35,35,0,2,-1.4,-4.8,-1.4,1.6,-311.2,-0.6,18,1.2,1.2,2,2.6,1.8,0,Premier_league
2018-2019,Matchweek 35,35,4,0,0.4,1.2,2,4,-4.6,0.1,7,1.8,1.4,4,1.4,2,1,Premier_league
2018-2019,Matchweek 35,35,1,2,-0.6,-1.6,-1.4,0,-18.8,0,20,0,0.6,8,0.8,0.8,0,Premier_league
2018-2019,Matchweek 35,35,1,0,0.6,-1.2,2,-2.2,73.6,0.8,1,3,3,3,2,0.8,1,Premier_league
2018-2019,Matchweek 35,35,3,1,-0.4,2.6,0.8,5.6,99.8,-0.5,12,1.4,2.4,17,2,1,1,Premier_league
2018-2019,Matchweek 36,36,0,1,-0.2,-9.2,-3.4,-1.6,-345.4,-0.8,14,2,1.8,1,3,3,0,Premier_league
2018-2019,Matchweek 36,36,1,0,0.4,2,1,-0.6,155.8,0.8,19,1.2,0.6,18,0.6,1.2,1,Premier_league
2018-2019,Matchweek 36,36,3,0,0.8,2.6,2,3.2,-103.8,0.4,8,2,1.8,6,1.2,1.4,1,Premier_league
2018-2019,Matchweek 36,36,5,0,1,3.4,1.6,1,216,0.9,2,2.6,2.6,20,0,0,1,Premier_league
2018-2019,Matchweek 36,36,0,1,0.2,9.2,2.8,-2,142.6,0.7,3,2,2.6,11,0.8,0.2,0,Premier_league
2018-2019,Matchweek 36,36,1,2,0.6,0.8,2.8,0.2,-77,-0.4,10,1.4,2,8,1,0.4,0,Premier_league
2018-2019,Matchweek 37,37,1,0,0.2,-8.2,-0.8,-1.8,-145.8,0.3,13,0.8,0.4,3,1.4,0.2,1,Premier_league
2018-2019,Matchweek 37,37,1,3,-1.2,-0.4,0.8,-0.8,-108,-0.4,18,0,0.6,11,2,2.4,0,Premier_league
2018-2019,Matchweek 37,37,3,0,-0.2,2.8,0,0.2,92.4,0.4,5,1.6,2.2,10,1.2,1.2,1,Premier_league
2018-2019,Matchweek 37,37,1,0,-0.2,9.6,2.6,7,197.4,0.6,7,2,2,15,2,1.4,1,Premier_league
2018-2019,Matchweek 37,37,1,0,-0.4,5.8,0,-2.8,82.6,0.4,1,3,3,9,2,1.4,1,Premier_league
2018-2019,Matchweek 37,37,2,3,-1.6,-5.4,-2,3.8,-225.2,-1.3,13,1.4,2.4,2,2.6,2.2,0,Premier_league
2018-2019,Matchweek 37,37,1,0,-1,-2.8,-1,5.4,100,-0.9,11,0.8,2,17,1.4,0.8,1,Premier_league
2018-2019,Matchweek 37,37,1,0,-0.2,2,-1,-2.2,81,0.3,8,1,1.8,19,1.8,0.6,1,Premier_league
2018-2019,Matchweek 38,38,1,4,-1.2,-13.6,-4.8,3.2,-325.6,-1.5,16,0.6,0.8,1,3,3,0,Premier_league
2018-2019,Matchweek 38,38,1,3,0.6,-4.8,-1,0.2,-233.4,-0.4,15,1.4,1.2,6,0.8,0.8,0,Premier_league
2018-2019,Matchweek 38,38,4,3,0,-0.6,-0.6,3.4,-74.4,-1,11,2,0.8,14,1.4,1.4,1,Premier_league
2018-2019,Matchweek 38,38,0,4,-0.4,-1.6,-0.4,-1.8,135,0.1,19,1.8,1.2,13,1.4,1,0,Premier_league
2018-2019,Matchweek 38,38,2,0,2,0.2,2,-1.8,130.8,0.2,2,3,2.6,8,1.6,0.8,1,Premier_league
2018-2019,Matchweek 38,38,0,2,0.8,1.8,-0.8,-2.4,233.6,0.4,4,1.2,2,18,0,0.6,0,Premier_league
2018-2019,Matchweek 38,38,1,3,0.4,0.6,0.2,-3.4,-3.8,0.2,10,1.2,1.4,11,1.4,0.6,0,Premier_league
2019-2020,Matchweek 1,1,3,0,,,,,,,1,,1.2,14,,0.8,1,Premier_league
2019-2020,Matchweek 1,1,3,1,,,,,,,1,,2.6,14,,,1,Premier_league
2019-2020,Matchweek 1,1,4,0,,,,,,,1,,1.4,14,,1,1,Premier_league
2019-2020,Matchweek 1,1,0,1,,,,,,,14,,1.8,1,,1.2,0,Premier_league
2019-2020,Matchweek 1,1,3,1,,,,,,,1,,2,14,,,1,Premier_league
2019-2020,Matchweek 1,1,0,2,,,,,,,14,,0.8,1,,1,0,Premier_league
2019-2020,Matchweek 1,1,0,5,,,,,,,14,,2,1,,3,0,Premier_league
2019-2020,Matchweek 2,2,2,1,-2,-2,-2,-10,267,0.2,1,3,2,10,3,0.8,1,Premier_league
2019-2020,Matchweek 2,2,1,2,0,-6,1,11,-221,-1.2,17,0,,3,1,1.4,0,Premier_league
2019-2020,Matchweek 2,2,1,0,0,-1,-1,2,115,0.5,3,1,2.6,17,0,0.6,1,Premier_league
2019-2020,Matchweek 2,2,3,1,1,3,3,-14,-45,0.5,10,0,,17,0,1.6,1,Premier_league
2019-2020,Matchweek 2,2,1,0,1,2,1,-7,150,0.5,3,1,,14,1,2.4,1,Premier_league
2019-2020,Matchweek 2,2,1,2,-3,-4,-4,-14,-71,-0.5,17,0,1.6,1,3,2.6,0,Premier_league
2019-2020,Matchweek 3,3,2,0,0.5,3,3.5,1,-42.5,0.4,15,0,0,5,2,1.2,1,Premier_league
2019-2020,Matchweek 3,3,1,3,-2,-9.5,-6,0,-191.5,-1.4,5,2,1,2,2,3,0,Premier_league
2019-2020,Matchweek 3,3,0,2,1,-2,0.5,11,115.5,-0.2,5,2,0.4,15,0,0.8,0,Premier_league
2019-2020,Matchweek 3,3,3,1,1,3.5,1,2.5,-63,0.6,1,3,2.6,3,3,1.8,1,Premier_league
2019-2020,Matchweek 3,3,1,2,2.5,3,-0.5,-1.5,157.5,1.1,5,2,2,5,0.5,1.8,0,Premier_league
2019-2020,Matchweek 3,3,2,3,1.5,-2.5,0.5,-9.5,-39,0.4,15,1.5,3,5,0.5,1,0,Premier_league
2019-2020,Matchweek 3,3,1,2,0.5,-2.5,1,-7.5,-158,1.1,5,2,3,4,1,1.6,0,Premier_league
2019-2020,Matchweek 3,3,0,1,2,7,1,2,328,0.6,5,2,2,15,0,1.4,0,Premier_league
2019-2020,Matchweek 3,3,1,3,-0.5,3,-0.5,3.5,48.5,-0.1,20,0,0.6,5,0.5,1.4,0,Premier_league
2019-2020,Matchweek 4,4,0,2,-1,-4.3,-1.7,-1.4,-231,-0.6,11,1.3333333333333333,1.8,1,3,3,0,Premier_league
2019-2020,Matchweek 4,4,2,1,0.3,8.3,4,7,95.7,-0.1,4,1.3333333333333333,1.8,11,1.3333333333333333,1,1,Premier_league
2019-2020,Matchweek 4,4,1,0,-0.6,-6,-1.7,6.3,-20.6,-0.4,4,1.3333333333333333,1.6,17,1,0,1,Premier_league
2019-2020,Matchweek 4,4,3,2,-0.4,1,0,1.4,-9.6,0,4,1.3333333333333333,3,17,1,0.8,1,Premier_league
2019-2020,Matchweek 4,4,3,1,-0.3,1.4,-2.3,7,216.6,-1.1,3,1.6666666666666667,1.6,11,1.3333333333333333,1.4,1,Premier_league
2019-2020,Matchweek 4,4,4,0,2.3,9.3,4.4,-3.7,166,1.7,2,2.3333333333333335,2.6,11,1.3333333333333333,1.6,1,Premier_league
2019-2020,Matchweek 4,4,2,0,-0.7,-1.7,-1,4.7,-96.7,0.7,4,1.3333333333333333,1.4,17,1,0,1,Premier_league
2019-2020,Matchweek 5,5,3,1,0.3,-1.8,1,-4.7,-109,0.5,9,1,0.8,9,1.75,0.6,1,Premier_league
2019-2020,Matchweek 5,5,3,1,1.7,6.8,2.5,-0.5,176.7,0.9,1,3,3,16,1,2,1,Premier_league
2019-2020,Matchweek 5,5,1,0,0.3,1.7,1,-4.2,10,0.9,4,1.25,1.4,4,2,1.6,1,Premier_league
2019-2020,Matchweek 5,5,3,2,-2,-8.7,-2,-2,-128.8,-1.4,13,0.75,1.5,2,2.5,3,1,Premier_league
2019-2020,Matchweek 5,5,0,1,0,-2.3,-0.5,-0.7,27,-0.4,16,1,1.5,9,1,1.2,0,Premier_league
2019-2020,Matchweek 5,5,3,0,1,6.5,1,-3.8,329.5,0.4,4,1.25,1.4,9,1.75,2.4,1,Premier_league
2019-2020,Matchweek 5,5,1,5,-0.5,-7.2,-3.8,-4.8,-113.3,-0.4,19,0.75,1.4,2,1.75,1,0,Premier_league
2019-2020,Matchweek 6,6,3,2,0.8,2,1,-2.2,141.8,0.1,3,1.6,1.6,19,0.8,0,1,Premier_league
2019-2020,Matchweek 6,6,2,0,-0.6,1.4,-1.8,1.4,-151.8,-0.2,8,1,1.2,15,1.2,0,1,Premier_league
2019-2020,Matchweek 6,6,1,2,-0.4,-1.4,-0.2,6,-25.2,-0.3,6,2,2.2,1,3,3,0,Premier_league
2019-2020,Matchweek 6,6,0,1,-0.4,0,1.2,3,-103.6,-0.4,11,1.4,1.6,15,0.6,0.8,0,Premier_league
2019-2020,Matchweek 6,6,0,1,0.2,1.8,0.4,1.2,39.8,-0.2,11,1.4,3,11,0.8,0.5,0,Premier_league
2019-2020,Matchweek 6,6,2,1,-0.8,-3.2,-1.6,6.6,-153.2,-0.4,3,1.6,1.6,8,1.6,0.6,1,Premier_league
2019-2020,Matchweek 6,6,8,0,2.4,3.2,3.4,-3,165.8,1,2,2,2.6,20,0.4,0.8,1,Premier_league
2019-2020,Matchweek 6,6,1,3,-0.6,0.8,-0.4,3.6,72,0.1,11,1.4,1.2,6,1.4,1.4,0,Premier_league
2019-2020,Matchweek 6,6,2,0,-0.4,-2,0.6,4,-109.4,-0.1,3,1.6,1.4,8,1.6,0.8,1,Premier_league
2019-2020,Matchweek 7,7,2,0,2,2.8,2.2,2.4,42.8,0.5,4,2,1.6,16,0.6,1.2,1,Premier_league
2019-2020,Matchweek 7,7,2,0,-1,2,0.2,4.8,-85.4,-0.4,9,1.2,1.6,16,1.2,0,1,Premier_league
2019-2020,Matchweek 7,7,1,3,-2.8,-9,-4.4,2,-186.4,-2,13,1.2,2.4,2,2,2.4,0,Premier_league
2019-2020,Matchweek 7,7,4,0,0.8,2,0.8,7.8,161.8,0.2,3,2,2.2,18,1,1.4,1,Premier_league
2019-2020,Matchweek 7,7,0,1,-1.6,-6.6,-3.2,4,-184.6,-0.6,13,1.2,1,1,3,3,0,Premier_league
2019-2020,Matchweek 7,7,2,1,0.4,-3,0,-7.2,165.6,-0.8,7,1,1.4,13,1.4,1.2,1,Premier_league
2019-2020,Matchweek 7,7,1,0,0.4,-5,-1,0.4,41.8,-0.1,10,1,1.2,20,0.4,0.8,1,Premier_league
2019-2020,Matchweek 8,8,1,0,-0.2,4.4,0.4,5.6,87.6,0.2,4,1.2,1.6,10,1.4,1.4,1,Premier_league
2019-2020,Matchweek 8,8,3,0,-1.4,-1.4,-2.2,1.2,-100.6,-0.2,12,0.4,0.6,10,1.4,0.4,1,Premier_league
2019-2020,Matchweek 8,8,1,0,0.2,-4,-1.2,-3.6,-176,-0.2,7,1.2,1.2,17,0.6,0.6,1,Premier_league
2019-2020,Matchweek 8,8,2,1,0,3.8,0.6,-8.2,82,0.6,1,3,3,5,2.4,1,1,Premier_league
2019-2020,Matchweek 8,8,0,2,2.8,10,4.2,-4.4,181.8,1.5,2,2.4,2.6,7,1.4,1.4,0,Premier_league
2019-2020,Matchweek 8,8,1,0,-0.2,-6.6,-1.8,1.2,-170.2,-0.9,14,1,1,12,1,0.6,1,Premier_league
2019-2020,Matchweek 8,8,1,5,-0.2,-3,-1.2,-0.4,96.4,0.1,19,0.6,2,14,1,0,0,Premier_league
2019-2020,Matchweek 8,8,1,4,-1.4,-3,-1.2,6.2,-53.2,-0.5,17,1.4,0.6,2,2.4,1.6,0,Premier_league
2019-2020,Matchweek 8,8,1,2,0.8,1.2,1.8,1.2,67,0.5,7,2.2,2,6,1.8,1.8,0,Premier_league
2019-2020,Matchweek 9,9,2,1,1,2,3,-1.8,-149.4,0.1,12,1,1.3,16,1,1,1,Premier_league
2019-2020,Matchweek 9,9,1,0,2.2,6,3.4,2,249,1.7,2,2.4,2,17,1,1.2,1,Premier_league
2019-2020,Matchweek 9,9,0,2,-2.4,-7.6,-3,1.8,-238.4,-1.4,6,1.8,2,2,1.8,2.4,0,Premier_league
2019-2020,Matchweek 9,9,2,0,-0.4,0.8,-0.2,-5.6,-4.6,0.3,14,0.6,1.8,8,1.6,1.8,1,Premier_league
2019-2020,Matchweek 9,9,2,1,0.8,1.8,1.4,8.6,218.6,0,4,1.8,2.2,8,1.6,0.6,1,Premier_league
2019-2020,Matchweek 9,9,1,0,-1.4,-5.6,-2.4,-2.6,-36.6,-0.7,12,0.8,0.8,5,1.8,1.6,1,Premier_league
2019-2020,Matchweek 10,10,2,1,0.2,0.4,-1.6,1.8,87.6,-0.3,11,1,1,16,0.6,0.4,1,Premier_league
2019-2020,Matchweek 10,10,2,4,-1.2,-5.6,-2.8,-4.2,-249.8,-1,11,1.6,1.8,2,2.4,2,0,Premier_league
2019-2020,Matchweek 10,10,2,1,0.4,3.4,1.6,-4.4,17,1.1,1,2.6,3,11,1.4,0.4,1,Premier_league
2019-2020,Matchweek 10,10,3,0,0.8,5,0.4,-0.4,287.2,1.1,2,1.8,2,15,1.6,0.8,1,Premier_league
2019-2020,Matchweek 10,10,1,3,0.2,1.2,-0.4,3.6,23.4,0.3,19,0.8,1.5,8,1,0.6,0,Premier_league
2019-2020,Matchweek 10,10,0,9,-0.8,3,1.2,-0.6,-20.8,0.8,18,0.8,0.4,4,1.8,0.8,0,Premier_league
2019-2020,Matchweek 11,11,1,2,0.6,3.4,1.2,-2.6,-204.2,0,17,1.4,1.6,1,2.6,2.6,0,Premier_league
2019-2020,Matchweek 11,11,1,0,0,-1.6,-0.8,-2.2,-30.4,-0.5,6,1.2,1.2,11,1,1,1,Premier_league
2019-2020,Matchweek 11,11,2,0,0.8,1.2,0.6,-2,50.8,0.2,7,1.4,1.6,19,0.2,0.2,1,Premier_league
2019-2020,Matchweek 11,11,0,2,-2.4,-5,-3.4,-6.4,-184.6,-0.2,10,1.4,1.4,4,2.4,1.4,0,Premier_league
2019-2020,Matchweek 11,11,2,1,-0.2,3.4,2.2,-4.6,-113.8,0.7,11,0.6,1.8,14,0.8,0.4,1,Premier_league
2019-2020,Matchweek 11,11,2,1,2.4,8.6,3.6,-7.8,212.4,1.9,2,2.4,2,18,0.2,1.4,1,Premier_league
2019-2020,Matchweek 11,11,3,0,-1,-3.4,-2,0,24.4,-0.8,7,1.6,1.2,14,1.4,0.6,1,Premier_league
2019-2020,Matchweek 11,11,1,2,-2.2,-8,-3.2,-0.8,-206.4,-1,20,0.6,0.6,2,2.4,2.4,0,Premier_league
2019-2020,Matchweek 11,11,2,3,0.8,2,3.2,2.2,156.2,0.8,11,1,1.4,14,1,0.6,0,Premier_league
2019-2020,Matchweek 12,12,2,0,0,-2.2,-1.8,-3.2,-147,-0.4,11,0.8,1.8,15,0.4,1.2,1,Premier_league
2019-2020,Matchweek 12,12,2,0,1.4,7.2,5.6,3,271.6,0.8,2,3,2,14,1.4,1.4,1,Premier_league
2019-2020,Matchweek 12,12,2,0,2.6,3.2,1.6,2.8,100,0.5,3,2.4,2.6,6,1.2,1,1,Premier_league
2019-2020,Matchweek 12,12,3,1,-0.4,-4.4,0,4.4,-21.4,-0.4,1,2.6,3,4,2.4,2.4,1,Premier_league
2019-2020,Matchweek 12,12,3,1,-0.6,-0.8,0.4,-2.6,-26.4,-0.2,7,1,1.6,11,1.8,0.8,1,Premier_league
2019-2020,Matchweek 12,12,2,1,0.4,-3.4,-1.4,1,-146.2,-0.5,11,1.4,1.2,7,1.2,1.4,1,Premier_league
2019-2020,Matchweek 12,12,0,2,0,2.4,-0.2,0.4,52,-0.1,20,0.2,1.2,18,0.6,0.4,0,Premier_league
2019-2020,Matchweek 12,12,1,2,-0.4,-2.6,-2,0,-19.2,-0.6,18,0.2,0.2,7,1.2,0.2,0,Premier_league
2019-2020,Matchweek 12,12,2,1,-0.8,-4.6,-2.4,5,61.6,-0.3,5,1.8,1.2,17,1.4,0.6,1,Premier_league
2019-2020,Matchweek 13,13,2,0,0.4,2,1.6,-0.4,65.4,0.5,15,1.2,1.6,13,2,1.2,1,Premier_league
2019-2020,Matchweek 13,13,1,2,-1,0.2,-0.2,-2.2,38.2,-0.4,10,1,1.6,5,1.8,1.6,0,Premier_league
2019-2020,Matchweek 13,13,0,2,-1.4,-1.4,-1.8,-1.4,-51,0.1,13,1.8,2,2,2.4,1.8,0,Premier_league
2019-2020,Matchweek 13,13,1,2,-1.2,-9.4,-4.6,-2.2,-222.2,-1.2,15,0.8,1.2,1,2.6,2.6,0,Premier_league
2019-2020,Matchweek 13,13,0,2,1,2,2.6,1.6,-54,0.4,10,1.8,1.8,18,0.2,0.2,0,Premier_league
