Season,Round,Home Side,Away Side,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA,Season_odds,League_odds,Home,Away,Predicted,Certainty
2023-2024,Matchweek 23,Leverkusen,Mainz 05,23.0,2,1,1.4,3.8,2.2,0.8,273.4,0.8,1,2.6,2.2,18,0.8,0.6,1,Bundesliga,D1,2024-02-23,Leverkusen,Mainz,2,1,H,1,1,D,18,13,7,4,14,16,11,2,3,5,0,1,1.22,6.5,13.0,1.27,5.75,10.5,,,,1.26,6.53,12.14,1.18,6.5,13.0,1.25,6.0,12.0,1.3,5.99,10.49,2023-2024,Bundesliga,Leverkusen,Mainz 05,1,0.9664920425705914
2023-2024,Matchweek 23,Stuttgart,Köln,23.0,1,1,1.8,3.8,3.8,-0.6,142.8,1.1,3,2.4,2.6,16,1.0,1.0,0,Bundesliga,D1,2024-02-24,Stuttgart,FC Koln,1,1,D,0,0,D,13,12,5,6,11,13,9,4,1,0,0,0,1.3,5.25,10.0,1.31,5.5,9.25,,,,1.32,5.75,9.52,1.29,5.5,9.0,1.3,5.75,9.5,1.33,5.66,9.72,2023-2024,Bundesliga,Stuttgart,Köln,1,0.8782333322534609
2023-2024,Matchweek 23,Union Berlin,Heidenheim,23.0,2,2,0.0,2.0,0.8,-8.6,-2.8,0.0,13,2.0,2.6,12,1.0,1.6,0,Bundesliga,D1,2024-02-24,Union Berlin,Heidenheim,2,2,D,2,1,H,12,9,3,4,9,12,4,2,2,1,0,0,2.0,3.5,3.75,1.98,3.5,3.8,,,,2.04,3.49,3.89,1.91,3.5,3.7,2.0,3.5,3.75,1.87,3.61,4.6,2023-2024,Bundesliga,Union Berlin,Heidenheim,0,0.40037591974638354
2023-2024,Matchweek 23,Werder Bremen,Darmstadt 98,23.0,0,1,0.8,-2.4,-1.0,-1.4,-12.4,0.3,8,2.4,1.4,17,0.4,0.6,0,Bundesliga,D1,2024-02-24,Werder Bremen,Darmstadt,1,1,D,1,1,D,13,11,4,3,10,13,4,6,3,4,0,0,1.65,4.2,5.0,1.66,4.0,4.8,,,,1.69,3.94,5.22,1.6,4.0,5.0,1.67,4.0,5.0,1.76,3.95,4.76,2023-2024,Bundesliga,Werder Bremen,Darmstadt 98,1,0.7138601898451432
2023-2024,Matchweek 24,Bochum,RB Leipzig,24.0,1,3,-0.4,1.6,-1.8,0.0,-156.0,0.2,11,1.0,2.2,5,1.4,0.6,0,Bundesliga,D1,2024-03-02,Bochum,RB Leipzig,1,4,A,1,1,D,15,10,4,4,13,10,2,5,3,2,1,0,5.0,4.2,1.62,4.6,4.2,1.66,,,,4.76,4.44,1.66,4.75,4.33,1.62,4.75,4.4,1.65,4.64,4.5,1.68,2023-2024,Bundesliga,Bochum,RB Leipzig,0,0.32464216633990933
2023-2024,Matchweek 24,Darmstadt 98,Augsburg,24.0,0,6,-1.0,0.0,-0.8,2.2,15.0,-0.6,17,0.8,0.2,11,1.0,0.8,0,Bundesliga,D1,2024-03-02,Darmstadt,Augsburg,0,6,A,0,5,A,10,21,5,6,4,12,3,6,2,0,0,0,2.9,3.3,2.4,2.7,3.4,2.5,,,,2.93,3.47,2.48,2.75,3.4,2.5,2.88,3.4,2.45,3.63,3.61,2.1,2023-2024,Bundesliga,Darmstadt 98,Augsburg,0,0.4364733305623446
2023-2024,Matchweek 24,Freiburg,Bayern Munich,24.0,2,2,-0.8,-10.2,-1.8,2.0,-207.0,-0.8,8,0.2,1.6,2,1.8,1.2,0,Bundesliga,D1,2024-03-01,Freiburg,Bayern Munich,2,2,D,1,1,D,17,21,5,9,11,7,3,6,1,2,0,0,5.75,4.75,1.5,6.0,4.6,1.49,,,,6.11,4.86,1.51,6.0,5.0,1.44,5.75,4.75,1.5,6.23,4.84,1.51,2023-2024,Bundesliga,Freiburg,Bayern Munich,0,0.3429830338788777
2023-2024,Matchweek 24,Heidenheim,Eint Frankfurt,24.0,1,1,-0.2,0.0,-1.2,4.4,-164.0,0.0,11,1.2,1.0,6,1.2,1.0,0,Bundesliga,D1,2024-03-02,Heidenheim,Ein Frankfurt,1,2,A,0,1,A,16,11,3,6,6,10,7,3,1,4,0,0,2.8,3.3,2.5,2.7,3.4,2.55,,,,2.84,3.39,2.59,2.75,3.4,2.5,2.8,3.4,2.5,3.07,3.41,2.45,2023-2024,Bundesliga,Heidenheim,Eint Frankfurt,0,0.40441059174398775
2023-2024,Matchweek 24,Hoffenheim,Werder Bremen,24.0,2,1,0.2,3.0,2.2,-1.8,57.4,-0.1,7,1.2,1.2,8,1.8,2.2,1,Bundesliga,D1,2024-03-03,Hoffenheim,Werder Bremen,2,1,H,2,0,H,14,18,7,8,11,10,3,3,5,1,1,0,1.91,4.0,3.6,1.93,3.8,3.6,,,,1.97,3.87,3.72,1.91,3.9,3.6,1.95,4.0,3.5,1.95,4.18,3.59,2023-2024,Bundesliga,Hoffenheim,Werder Bremen,1,0.7821050128287313
2023-2024,Matchweek 24,Köln,Leverkusen,24.0,0,2,-0.8,-9.0,-3.8,4.0,-294.8,-1.1,16,1.2,1.0,1,2.6,2.6,0,Bundesliga,D1,2024-03-03,FC Koln,Leverkusen,0,2,A,0,1,A,6,17,0,6,10,9,1,9,2,2,1,0,9.0,4.75,1.36,8.25,5.0,1.37,,,,8.08,5.15,1.39,9.5,5.0,1.33,8.5,5.0,1.36,8.62,5.37,1.37,2023-2024,Bundesliga,Köln,Leverkusen,0,0.09016509488105369
2023-2024,Matchweek 24,Mainz 05,Gladbach,24.0,1,1,-0.6,0.2,0.2,-0.6,-41.4,-0.2,17,0.6,1.0,15,1.0,0.2,0,Bundesliga,D1,2024-03-02,Mainz,M'gladbach,1,1,D,1,0,H,21,14,5,5,12,15,12,6,5,1,1,0,1.91,3.75,3.75,1.98,3.6,3.6,,,,1.98,3.81,3.73,1.91,3.75,3.7,1.95,3.7,3.7,1.94,3.74,4.13,2023-2024,Bundesliga,Mainz 05,Gladbach,1,0.5768748711280395
2023-2024,Matchweek 24,Union Berlin,Dortmund,24.0,0,2,-0.8,-4.0,-2.8,-1.2,-222.8,-0.5,14,2.0,2.6,4,1.6,1.8,0,Bundesliga,D1,2024-03-02,Union Berlin,Dortmund,0,2,A,0,1,A,13,12,5,7,11,8,8,7,2,1,0,0,3.4,3.6,2.05,3.5,3.6,2.0,,,,3.44,3.62,2.14,3.3,3.7,2.05,3.4,3.6,2.1,3.45,3.65,2.15,2023-2024,Bundesliga,Union Berlin,Dortmund,0,0.11299191943534632
2023-2024,Matchweek 24,Wolfsburg,Stuttgart,24.0,2,3,-1.6,-0.6,-1.4,1.4,-214.2,-0.6,10,0.8,0.6,3,2.6,1.2,0,Bundesliga,D1,2024-03-02,Wolfsburg,Stuttgart,2,3,A,0,1,A,12,7,2,3,20,12,5,4,3,2,0,0,3.3,3.5,2.15,3.25,3.5,2.15,,,,3.34,3.56,2.2,3.2,3.7,2.1,3.2,3.6,2.2,3.24,3.58,2.27,2023-2024,Bundesliga,Wolfsburg,Stuttgart,0,0.32134697746729207
2023-2024,Matchweek 25,Augsburg,Heidenheim,25.0,1,0,1.0,4.2,2.2,-6.0,38.6,0.5,9,1.6,1.0,12,1.2,1.8,1,Bundesliga,D1,2024-03-09,Augsburg,Heidenheim,1,0,H,1,0,H,8,6,4,1,14,20,5,2,1,3,0,0,1.85,4.2,3.5,1.9,3.8,3.7,,,,1.88,3.89,4.07,1.85,3.9,3.8,1.87,3.9,3.9,1.69,4.32,4.98,2023-2024,Bundesliga,Augsburg,Heidenheim,1,0.7363335684302472
2023-2024,Matchweek 25,Bayern Munich,Mainz 05,25.0,8,1,1.0,0.8,1.0,-1.4,231.6,0.7,2,1.4,2.4,17,0.8,0.4,1,Bundesliga,D1,2024-03-09,Bayern Munich,Mainz,8,1,H,3,1,H,25,13,12,3,8,7,6,7,1,1,0,0,1.25,7.0,10.0,1.24,6.75,11.0,,,,1.23,6.97,11.21,1.22,6.5,11.0,1.22,7.0,11.5,1.24,6.87,11.46,2023-2024,Bundesliga,Bayern Munich,Mainz 05,1,0.9518178130300767
2023-2024,Matchweek 25,Bochum,Freiburg,25.0,1,2,0.2,4.2,0.2,1.0,12.2,0.1,12,1.0,1.6,8,0.4,0.8,0,Bundesliga,D1,2024-03-10,Bochum,Freiburg,1,2,A,0,1,A,18,9,6,5,11,11,12,5,3,7,0,0,2.2,3.75,3.0,2.3,3.5,2.95,,,,2.27,3.65,3.13,2.25,3.6,3.0,2.2,3.6,3.1,2.57,3.45,2.87,2023-2024,Bundesliga,Bochum,Freiburg,0,0.20860025948421781
2023-2024,Matchweek 25,Eint Frankfurt,Hoffenheim,25.0,3,1,-0.2,-3.2,-1.0,1.0,-11.6,-0.1,6,0.8,2.2,7,1.6,0.8,1,Bundesliga,D1,2024-03-10,Ein Frankfurt,Hoffenheim,3,1,H,1,1,D,17,6,7,2,11,10,5,1,2,3,0,2,2.0,4.0,3.3,2.1,3.75,3.2,,,,2.06,3.9,3.43,1.95,3.9,3.4,2.05,3.8,3.3,2.07,3.8,3.55,2023-2024,Bundesliga,Eint Frankfurt,Hoffenheim,1,0.6369219866919722
2023-2024,Matchweek 25,Gladbach,Köln,25.0,3,3,0.6,6.6,1.4,-0.6,126.6,0.8,14,1.0,1.6,16,1.0,0.6,0,Bundesliga,D1,2024-03-09,M'gladbach,FC Koln,3,3,D,1,1,D,16,12,5,5,15,15,8,3,3,4,0,0,1.83,4.0,4.0,1.83,3.7,4.1,,,,1.85,3.77,4.32,1.8,3.9,4.2,1.85,3.75,4.1,1.88,3.68,4.4,2023-2024,Bundesliga,Gladbach,Köln,1,0.6633497919741229
2023-2024,Matchweek 25,Leverkusen,Wolfsburg,25.0,2,0,0.8,3.8,1.2,-4.4,256.6,0.2,1,3.0,2.6,11,0.6,1.6,1,Bundesliga,D1,2024-03-10,Leverkusen,Wolfsburg,2,0,H,1,0,H,19,2,7,1,6,7,9,2,1,3,0,1,1.33,5.75,8.5,1.33,5.5,8.5,,,,1.32,5.89,9.05,1.3,5.5,9.0,1.33,5.5,9.0,1.3,5.79,10.97,2023-2024,Bundesliga,Leverkusen,Wolfsburg,1,0.8859975584021053
2023-2024,Matchweek 25,RB Leipzig,Darmstadt 98,25.0,1,0,1.6,0.6,1.8,1.2,120.2,0.4,5,2.0,1.8,17,0.8,1.0,1,Bundesliga,D1,2024-03-09,RB Leipzig,Darmstadt,2,0,H,1,0,H,28,9,8,4,3,14,8,4,0,3,0,0,1.14,8.5,15.0,1.16,8.75,15.5,,,,1.15,8.79,16.82,1.12,9.0,17.0,1.13,9.0,18.0,1.12,10.42,23.31,2023-2024,Bundesliga,RB Leipzig,Darmstadt 98,1,0.8657062191994008
2023-2024,Matchweek 25,Stuttgart,Union Berlin,25.0,2,0,1.6,1.4,3.0,2.2,244.4,0.8,3,2.6,2.2,14,1.4,1.0,1,Bundesliga,D1,2024-03-08,Stuttgart,Union Berlin,2,0,H,1,0,H,14,10,5,4,7,14,4,3,1,2,0,1,1.45,4.5,7.0,1.49,4.33,6.5,,,,1.48,4.62,7.08,1.5,4.4,6.5,1.45,4.5,7.0,1.52,4.46,6.69,2023-2024,Bundesliga,Stuttgart,Union Berlin,1,0.8658820823871669
2023-2024,Matchweek 25,Werder Bremen,Dortmund,25.0,1,2,-0.8,-2.2,-2.6,2.2,-165.0,0.0,10,1.2,1.4,4,1.6,2.2,0,Bundesliga,D1,2024-03-09,Werder Bremen,Dortmund,1,2,A,0,2,A,15,13,5,6,6,8,10,4,1,2,0,1,3.5,4.33,1.85,3.7,4.0,1.87,,,,3.87,4.06,1.88,3.8,4.0,1.83,3.7,4.1,1.87,4.04,4.28,1.82,2023-2024,Bundesliga,Werder Bremen,Dortmund,0,0.267763907133716
2023-2024,Matchweek 26,Darmstadt 98,Bayern Munich,26.0,2,5,-2.4,-7.0,-2.4,-0.2,-214.6,-1.7,18,0.8,0.2,2,1.4,1.4,0,Bundesliga,D1,2024-03-16,Darmstadt,Bayern Munich,2,5,A,1,2,A,7,26,3,6,9,6,2,9,1,0,0,0,17.0,8.0,1.14,15.0,9.0,1.15,,,,17.12,9.56,1.14,17.0,9.0,1.12,18.0,9.0,1.13,17.27,10.13,1.14,2023-2024,Bundesliga,Darmstadt 98,Bayern Munich,0,0.05568359029273588
2023-2024,Matchweek 26,Dortmund,Eint Frankfurt,26.0,3,1,0.0,3.6,1.8,-2.4,136.0,-0.1,4,2.0,1.6,6,1.4,1.2,1,Bundesliga,D1,2024-03-17,Dortmund,Ein Frankfurt,3,1,H,1,1,D,16,8,6,6,5,9,8,3,1,2,0,0,1.62,4.2,5.0,1.6,4.4,4.8,,,,1.63,4.47,5.01,1.57,4.6,4.8,1.62,4.4,5.0,1.67,4.43,4.87,2023-2024,Bundesliga,Dortmund,Eint Frankfurt,1,0.6925505678543367
2023-2024,Matchweek 26,Freiburg,Leverkusen,26.0,2,3,-0.6,-7.4,-2.4,5.4,-326.4,-0.1,9,1.0,1.2,1,3.0,3.0,0,Bundesliga,D1,2024-03-17,Freiburg,Leverkusen,2,3,A,1,2,A,9,18,3,7,13,6,2,8,1,0,0,0,6.0,4.33,1.53,5.5,4.2,1.57,,,,5.92,4.39,1.56,5.5,4.33,1.55,5.75,4.2,1.57,6.41,4.62,1.52,2023-2024,Bundesliga,Freiburg,Leverkusen,0,0.22501427258552356
2023-2024,Matchweek 26,Heidenheim,Gladbach,26.0,1,1,-0.6,-8.6,-1.8,-0.4,-106.8,-0.7,11,1.0,0.6,15,1.2,0.4,0,Bundesliga,D1,2024-03-16,Heidenheim,M'gladbach,1,1,D,0,1,A,16,6,5,2,16,8,10,4,1,3,0,0,2.45,3.6,2.7,2.4,3.6,2.75,,,,2.49,3.63,2.8,2.4,3.7,2.7,2.45,3.6,2.75,2.64,3.59,2.71,2023-2024,Bundesliga,Heidenheim,Gladbach,1,0.8139141819945304
2023-2024,Matchweek 26,Hoffenheim,Stuttgart,26.0,0,3,-0.8,-0.2,-0.4,-1.2,-214.4,-0.5,7,1.4,1.2,3,2.6,1.8,0,Bundesliga,D1,2024-03-16,Hoffenheim,Stuttgart,0,3,A,0,2,A,8,25,1,12,8,12,5,6,1,0,0,0,3.8,4.0,1.83,3.7,4.0,1.85,,,,3.77,4.23,1.88,3.7,4.2,1.83,3.75,4.1,1.85,4.33,4.46,1.74,2023-2024,Bundesliga,Hoffenheim,Stuttgart,0,0.4657765623159688
2023-2024,Matchweek 26,Köln,RB Leipzig,26.0,1,5,-0.8,-5.4,-3.8,-0.8,-153.4,-1.3,16,0.6,0.8,5,2.0,1.0,0,Bundesliga,D1,2024-03-15,FC Koln,RB Leipzig,1,5,A,1,1,D,9,23,2,7,11,12,3,6,2,2,0,0,6.5,4.75,1.45,6.25,4.5,1.47,,,,6.61,4.86,1.48,6.5,4.6,1.44,7.0,4.6,1.45,6.76,4.89,1.47,2023-2024,Bundesliga,Köln,RB Leipzig,0,0.3625062450388174
2023-2024,Matchweek 26,Mainz 05,Bochum,26.0,2,0,-0.6,0.0,-0.6,-0.4,-12.8,-0.1,16,0.8,1.2,14,0.8,0.2,1,Bundesliga,D1,2024-03-16,Mainz,Bochum,2,0,H,1,0,H,13,11,4,4,15,15,7,6,4,3,0,0,1.8,3.8,4.33,1.8,3.75,4.2,,,,1.79,3.88,4.58,1.73,3.9,4.4,1.75,3.9,4.5,1.83,3.92,4.38,2023-2024,Bundesliga,Mainz 05,Bochum,1,0.5142999556375105
2023-2024,Matchweek 26,Union Berlin,Werder Bremen,26.0,2,1,0.0,-4.6,-1.8,-2.6,-113.8,-0.7,11,1.4,2.0,10,0.6,2.0,1,Bundesliga,D1,2024-03-16,Union Berlin,Werder Bremen,2,1,H,0,0,D,11,10,5,2,16,16,4,3,3,5,0,0,2.05,3.4,3.8,2.05,3.5,3.5,,,,2.02,3.64,3.79,2.0,3.6,3.6,2.0,3.6,3.6,2.13,3.45,3.72,2023-2024,Bundesliga,Union Berlin,Werder Bremen,0,0.4599742802225146
2023-2024,Matchweek 26,Wolfsburg,Augsburg,26.0,1,3,-1.2,-2.6,-1.2,4.8,-58.2,-0.5,11,0.4,0.6,8,2.0,1.4,0,Bundesliga,D1,2024-03-16,Wolfsburg,Augsburg,1,3,A,1,1,D,15,14,4,5,12,19,8,6,1,3,1,0,2.05,3.5,3.5,2.0,3.7,3.5,,,,2.12,3.65,3.46,2.05,3.7,3.3,2.1,3.6,3.4,2.36,3.59,3.07,2023-2024,Bundesliga,Wolfsburg,Augsburg,1,0.6785663818271214
2023-2024,Matchweek 27,Augsburg,Köln,27.0,1,1,1.4,4.0,2.2,-3.8,109.0,0.6,8,2.4,1.4,16,0.4,0.8,0,Bundesliga,D1,2024-03-31,Augsburg,FC Koln,1,1,D,1,1,D,24,12,6,2,9,13,12,6,0,3,0,0,1.75,4.0,4.5,1.78,3.75,4.4,,,,1.81,3.84,4.51,1.75,3.9,4.33,1.75,3.9,4.4,1.67,4.13,5.16,2023-2024,Bundesliga,Augsburg,Köln,1,0.744861174857615
2023-2024,Matchweek 27,Bayern Munich,Dortmund,27.0,0,2,1.8,8.0,1.6,-3.8,-9.0,1.8,2,2.0,2.4,4,2.0,2.2,0,Bundesliga,D1,2024-03-30,Bayern Munich,Dortmund,0,2,A,0,1,A,16,11,3,5,7,7,7,4,0,0,0,0,1.4,5.75,6.0,1.43,5.5,6.0,,,,1.39,5.92,6.7,1.36,5.8,6.5,1.4,5.5,6.5,1.35,6.4,7.45,2023-2024,Bundesliga,Bayern Munich,Dortmund,1,0.8754260400955737
2023-2024,Matchweek 27,Bochum,Darmstadt 98,27.0,2,2,0.6,3.8,-0.8,2.8,10.2,0.1,13,0.6,1.4,18,0.6,1.0,0,Bundesliga,D1,2024-03-31,Bochum,Darmstadt,2,2,D,1,0,H,20,13,7,3,7,15,6,5,2,2,0,0,1.62,4.0,5.25,1.68,3.9,4.75,,,,1.63,4.3,5.25,1.62,4.2,5.0,1.65,4.2,5.0,1.5,4.76,6.53,2023-2024,Bundesliga,Bochum,Darmstadt 98,1,0.8170033950440961
2023-2024,Matchweek 27,Eint Frankfurt,Union Berlin,27.0,0,0,1.0,0.4,1.8,2.4,60.4,0.2,6,1.2,2.2,11,1.4,1.0,0,Bundesliga,D1,2024-03-30,Ein Frankfurt,Union Berlin,0,0,D,0,0,D,18,10,4,2,8,14,6,2,3,1,0,0,2.0,3.5,3.8,2.0,3.4,3.75,,,,2.07,3.41,3.88,1.95,3.5,3.8,2.05,3.4,3.75,1.97,3.51,4.22,2023-2024,Bundesliga,Eint Frankfurt,Union Berlin,1,0.7906689831606819
2023-2024,Matchweek 27,Gladbach,Freiburg,27.0,0,3,0.0,4.2,-0.4,1.0,111.0,0.0,15,1.2,1.6,7,1.0,0.8,0,Bundesliga,D1,2024-03-30,M'gladbach,Freiburg,0,3,A,0,1,A,18,13,4,8,11,7,14,1,1,0,0,0,2.2,3.6,3.2,2.25,3.6,2.95,,,,2.21,3.72,3.19,2.15,3.75,3.0,2.2,3.6,3.13,2.14,3.62,3.52,2023-2024,Bundesliga,Gladbach,Freiburg,0,0.18994288125643854
2023-2024,Matchweek 27,Leverkusen,Hoffenheim,27.0,2,1,1.0,7.2,2.2,-4.4,337.8,0.7,1,3.0,2.6,8,1.2,0.8,1,Bundesliga,D1,2024-03-30,Leverkusen,Hoffenheim,2,1,H,0,1,A,36,6,12,2,9,8,9,2,0,1,0,0,1.2,7.5,12.0,1.22,7.25,10.5,,,,1.21,7.55,11.72,1.2,7.0,12.0,1.2,7.5,12.0,1.2,7.96,12.98,2023-2024,Bundesliga,Leverkusen,Hoffenheim,1,0.8533234408334985
2023-2024,Matchweek 27,RB Leipzig,Mainz 05,27.0,0,0,1.2,2.6,3.8,0.0,173.0,0.8,5,2.4,1.8,16,1.4,0.2,0,Bundesliga,D1,2024-03-30,RB Leipzig,Mainz,0,0,D,0,0,D,23,8,10,2,10,15,12,2,2,5,0,0,1.4,5.25,7.5,1.4,5.0,7.25,,,,1.39,5.34,7.66,1.36,5.0,7.5,1.36,5.25,8.0,1.37,5.69,7.85,2023-2024,Bundesliga,RB Leipzig,Mainz 05,1,0.8368705670722305
2023-2024,Matchweek 27,Stuttgart,Heidenheim,27.0,3,2,1.2,3.2,2.6,-3.2,214.6,1.2,3,2.6,2.6,13,0.6,1.2,1,Bundesliga,D1,2024-03-31,Stuttgart,Heidenheim,3,3,D,1,0,H,20,6,6,3,5,9,6,7,1,0,0,1,1.25,6.0,10.0,1.29,6.0,9.5,,,,1.26,6.51,10.08,1.25,6.5,10.0,1.25,6.5,10.5,1.28,6.38,9.81,2023-2024,Bundesliga,Stuttgart,Heidenheim,1,0.7270852606298497
2023-2024,Matchweek 27,Werder Bremen,Wolfsburg,27.0,0,2,-0.4,3.8,0.6,2.2,119.2,0.6,11,0.6,0.8,10,0.4,1.0,0,Bundesliga,D1,2024-03-30,Werder Bremen,Wolfsburg,0,2,A,0,1,A,6,15,1,5,13,15,3,6,4,4,1,1,2.88,3.5,2.4,2.7,3.5,2.5,,,,2.88,3.61,2.44,2.75,3.6,2.38,2.8,3.6,2.4,2.71,3.46,2.71,2023-2024,Bundesliga,Werder Bremen,Wolfsburg,1,0.5864679278934937
2023-2024,Matchweek 28,Dortmund,Stuttgart,28.0,0,1,-0.2,-1.0,0.0,1.2,-126.4,-0.8,4,2.4,2.0,2,2.6,2.4,0,Bundesliga,D1,2024-04-06,Dortmund,Stuttgart,0,1,A,0,0,D,14,10,7,2,8,8,8,3,2,4,0,0,2.25,4.0,2.8,2.25,3.9,2.8,,,,2.31,3.95,2.88,2.2,4.0,2.8,2.25,4.1,2.8,1.97,4.25,3.49,2023-2024,Bundesliga,Dortmund,Stuttgart,0,0.38926740608948923
2023-2024,Matchweek 28,Eint Frankfurt,Werder Bremen,28.0,1,1,0.8,-0.4,1.4,-0.4,25.4,0.0,6,1.2,1.8,12,0.0,1.8,0,Bundesliga,D1,2024-04-05,Ein Frankfurt,Werder Bremen,1,1,D,0,0,D,19,10,5,7,10,14,9,0,3,2,1,1,1.75,3.8,4.5,1.77,3.8,4.33,,,,1.78,4.02,4.56,1.73,4.0,4.33,1.75,3.9,4.5,1.78,3.96,4.66,2023-2024,Bundesliga,Eint Frankfurt,Werder Bremen,1,0.7346183426718855
2023-2024,Matchweek 28,Freiburg,RB Leipzig,28.0,1,4,0.0,-7.8,-2.8,4.8,-213.2,-1.1,8,1.4,1.0,5,2.0,1.4,0,Bundesliga,D1,2024-04-06,Freiburg,RB Leipzig,1,4,A,0,3,A,15,15,4,6,7,12,8,4,3,4,0,0,4.75,4.33,1.65,4.5,4.2,1.68,,,,4.79,4.31,1.68,4.5,4.33,1.65,4.6,4.2,1.67,5.57,4.65,1.57,2023-2024,Bundesliga,Freiburg,RB Leipzig,1,0.5921441437599088
2023-2024,Matchweek 28,Heidenheim,Bayern Munich,28.0,3,2,-2.2,-9.6,-3.0,6.0,-227.6,-2.0,10,0.6,0.6,3,2.0,1.4,1,Bundesliga,D1,2024-04-06,Heidenheim,Bayern Munich,3,2,H,0,2,A,9,15,4,8,9,8,3,3,2,0,0,0,6.5,6.0,1.36,7.25,5.75,1.35,,,,7.05,6.07,1.37,7.5,5.8,1.33,7.5,5.5,1.36,7.5,5.8,1.38,2023-2024,Bundesliga,Heidenheim,Bayern Munich,0,0.3178649613457616
2023-2024,Matchweek 28,Hoffenheim,Augsburg,28.0,3,1,-1.2,-9.2,-2.2,4.2,-100.0,-0.7,7,1.2,1.0,9,2.6,2.0,1,Bundesliga,D1,2024-04-07,Hoffenheim,Augsburg,3,1,H,2,0,H,17,14,6,7,8,14,11,6,3,1,0,0,2.2,4.0,2.9,2.15,3.9,2.95,,,,2.29,3.94,2.92,2.15,4.0,2.88,2.25,3.9,2.88,2.31,3.96,2.93,2023-2024,Bundesliga,Hoffenheim,Augsburg,1,0.8752494178059401
2023-2024,Matchweek 28,Köln,Bochum,28.0,2,1,0.0,-6.8,-1.4,2.2,-113.4,-0.4,16,0.6,0.6,15,0.2,0.2,1,Bundesliga,D1,2024-04-06,FC Koln,Bochum,2,1,H,0,0,D,17,8,6,2,16,13,9,4,3,3,0,0,2.25,3.5,3.1,2.25,3.5,3.0,,,,2.33,3.63,3.05,2.25,3.6,3.0,2.3,3.6,3.0,2.29,3.51,3.27,2023-2024,Bundesliga,Köln,Bochum,1,0.6160552481868583
2023-2024,Matchweek 28,Mainz 05,Darmstadt 98,28.0,4,0,0.0,3.6,-0.8,5.8,19.6,0.4,16,1.0,1.6,18,0.8,1.0,1,Bundesliga,D1,2024-04-06,Mainz,Darmstadt,4,0,H,1,0,H,18,14,9,2,16,9,5,1,2,3,0,0,1.4,5.0,7.5,1.44,4.6,6.75,,,,1.41,4.97,7.93,1.4,4.8,7.5,1.4,5.0,7.5,1.42,5.11,7.49,2023-2024,Bundesliga,Mainz 05,Darmstadt 98,1,0.7098640568597068
2023-2024,Matchweek 28,Union Berlin,Leverkusen,28.0,0,1,-1.4,-9.8,-4.0,7.2,-361.4,-0.9,13,1.0,2.0,1,3.0,3.0,0,Bundesliga,D1,2024-04-06,Union Berlin,Leverkusen,0,1,A,0,1,A,8,19,1,8,10,14,7,10,3,2,1,0,5.75,4.33,1.55,5.75,4.2,1.55,,,,6.19,4.31,1.55,5.8,4.2,1.53,6.0,4.2,1.55,5.59,3.88,1.68,2023-2024,Bundesliga,Union Berlin,Leverkusen,0,0.13829220929335181
2023-2024,Matchweek 28,Wolfsburg,Gladbach,28.0,1,3,-0.6,-3.8,0.0,-0.6,-105.4,-0.6,10,0.8,0.6,13,1.2,0.6,0,Bundesliga,D1,2024-04-07,Wolfsburg,M'gladbach,1,3,A,1,0,H,13,10,4,6,9,12,4,4,2,2,0,0,1.85,4.0,3.8,1.9,3.75,3.75,,,,1.9,3.89,3.97,1.91,3.9,3.7,1.9,3.8,3.8,2.0,3.84,3.74,2023-2024,Bundesliga,Wolfsburg,Gladbach,1,0.7902797911410795
2023-2024,Matchweek 29,Augsburg,Union Berlin,29.0,2,0,2.0,6.4,2.2,-4.6,67.6,0.5,8,2.0,1.6,14,0.8,1.0,1,Bundesliga,D1,2024-04-12,Augsburg,Union Berlin,2,0,H,0,0,D,12,17,4,4,15,14,5,4,1,1,0,0,2.1,3.4,3.4,2.1,3.4,3.4,,,,2.15,3.52,3.59,2.1,3.5,3.4,2.1,3.5,3.5,2.19,3.44,3.57,2023-2024,Bundesliga,Augsburg,Union Berlin,1,0.7425294897249416
2023-2024,Matchweek 29,Bayern Munich,Köln,29.0,2,0,2.0,8.6,3.2,-2.4,327.2,2.1,3,1.4,1.8,17,1.0,1.0,1,Bundesliga,D1,2024-04-13,Bayern Munich,FC Koln,2,0,H,0,0,D,17,11,7,5,3,15,5,5,0,3,0,0,1.22,7.5,11.0,1.21,7.25,12.0,,,,1.18,8.25,13.01,1.18,7.5,12.0,1.18,8.0,13.0,1.19,8.02,14.6,2023-2024,Bundesliga,Bayern Munich,Köln,1,0.938928000361974
