Season,Round,Home Side,Away Side,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA,Season_odds,League_odds,Home,Away,Predicted,Certainty
2023-2024,Matchweek 16,Mallorca,Sevilla,16.0,1,0,-1.0,-3.6,-2.6,-5.4,-106.2,-0.1,15,0.6,1.0,15,1.0,1.0,1,La_liga,SP1,2023-12-09,Mallorca,Sevilla,1,0,H,1,0,H,6,19,3,5,15,6,4,12,2,2,0,0,2.75,3.1,2.75,2.65,3.2,2.75,2.7,3.15,2.75,2.69,3.16,2.9,2.6,3.2,2.62,2.63,3.1,2.88,2.61,3.07,3.15,2023-2024,La_liga,Mallorca,Sevilla,1,0.7549230141776483
2023-2024,Matchweek 16,Rayo Vallecano,Celta Vigo,16.0,0,0,-0.2,-1.4,1.2,4.6,-12.8,-0.9,8,1.0,1.2,18,0.6,0.4,0,La_liga,SP1,2023-12-11,Vallecano,Celta,0,0,D,0,0,D,17,4,4,2,15,10,8,1,3,0,0,0,2.45,3.1,3.1,2.4,3.3,2.9,2.45,3.25,3.0,2.51,3.31,3.02,2.3,3.4,2.88,2.38,3.25,2.8,2.75,3.19,2.86,2023-2024,La_liga,Rayo Vallecano,Celta Vigo,1,0.8972643295080738
2023-2024,Matchweek 16,Villarreal,Real Sociedad,16.0,0,3,0.6,-4.8,-0.4,-3.2,51.2,0.1,12,1.4,0.8,7,1.2,1.6,0,La_liga,SP1,2023-12-09,Villarreal,Sociedad,0,3,A,0,3,A,20,16,4,5,10,22,5,3,2,1,0,0,3.4,3.4,2.1,3.25,3.4,2.15,3.4,3.5,2.15,3.45,3.55,2.16,3.3,3.5,2.05,3.5,3.5,2.1,3.52,3.48,2.19,2023-2024,La_liga,Villarreal,Real Sociedad,0,0.33153062748613826
2023-2024,Matchweek 17,Almería,Mallorca,17.0,0,0,0.2,4.6,2.4,4.4,-9.2,0.5,20,0.2,0.6,14,1.0,0.2,0,La_liga,SP1,2023-12-17,Almeria,Mallorca,0,0,D,0,0,D,7,20,1,2,12,9,4,4,2,1,0,0,2.7,3.2,2.7,2.65,3.25,2.65,2.65,3.25,2.75,2.66,3.3,2.83,2.6,3.3,2.6,2.63,3.25,2.75,2.4,3.1,3.47,2023-2024,La_liga,Almería,Mallorca,0,0.3363267795327687
2023-2024,Matchweek 17,Athletic Club,Atlético Madrid,17.0,2,0,1.0,-0.2,1.4,-2.2,-90.2,0.3,4,2.6,2.2,3,1.8,1.2,1,La_liga,SP1,2023-12-16,Ath Bilbao,Ath Madrid,2,0,H,0,0,D,16,7,7,3,7,10,3,7,0,1,0,0,2.45,3.3,2.9,2.45,3.4,2.85,2.45,3.4,2.85,2.45,3.52,2.94,2.3,3.5,2.8,2.45,3.4,2.9,2.63,3.34,2.88,2023-2024,La_liga,Athletic Club,Atlético Madrid,0,0.36380106359587644
2023-2024,Matchweek 17,Celta Vigo,Granada,17.0,1,0,0.6,6.6,1.0,0.6,0.2,0.7,18,0.8,0.6,19,0.2,0.2,1,La_liga,SP1,2023-12-16,Celta,Granada,1,0,H,1,0,H,11,7,4,2,20,18,7,1,6,2,1,0,1.67,4.0,5.0,1.66,4.0,4.8,1.67,4.1,4.9,1.67,4.1,5.13,1.62,4.0,4.75,1.65,4.0,5.25,1.71,3.82,5.39,2023-2024,La_liga,Celta Vigo,Granada,1,0.718797317864341
2023-2024,Matchweek 17,Girona,Alavés,17.0,3,0,1.8,0.6,1.6,-0.4,208.8,1.0,1,2.6,2.0,14,1.4,1.0,1,La_liga,SP1,2023-12-18,Girona,Alaves,3,0,H,2,0,H,9,12,4,2,9,7,3,2,0,1,0,0,1.53,4.0,6.5,1.55,4.2,5.75,1.53,4.2,6.0,1.57,4.38,5.79,1.5,4.33,5.8,1.5,4.1,5.5,1.62,4.12,5.75,2023-2024,La_liga,Girona,Alavés,1,0.9421728843753774
2023-2024,Matchweek 17,Las Palmas,Cádiz,17.0,1,1,0.6,2.2,0.2,4.4,227.6,0.0,9,2.0,2.0,16,0.6,0.4,0,La_liga,SP1,2023-12-17,Las Palmas,Cadiz,1,1,D,1,0,H,7,13,2,5,9,12,4,6,1,3,0,0,1.91,3.3,4.33,1.9,3.3,4.33,1.95,3.3,4.3,1.96,3.31,4.49,1.91,3.4,4.0,1.93,3.3,4.4,2.01,3.3,4.38,2023-2024,La_liga,Las Palmas,Cádiz,1,0.7132300278969202
2023-2024,Matchweek 17,Osasuna,Rayo Vallecano,17.0,1,0,0.8,-0.6,-0.2,-7.2,-26.6,0.3,12,0.6,1.0,10,1.0,1.2,1,La_liga,SP1,2023-12-15,Osasuna,Vallecano,1,0,H,0,0,D,10,9,4,3,20,13,9,1,2,3,0,0,2.2,3.2,3.5,2.2,3.1,3.6,2.25,3.15,3.45,2.29,3.16,3.63,2.1,3.25,3.4,2.25,3.13,3.5,2.29,3.18,3.63,2023-2024,La_liga,Osasuna,Rayo Vallecano,1,0.521164410289022
2023-2024,Matchweek 17,Real Madrid,Villarreal,17.0,4,1,0.8,2.4,-0.2,0.4,178.8,-0.1,1,2.2,2.6,13,0.8,1.2,1,La_liga,SP1,2023-12-17,Real Madrid,Villarreal,4,1,H,2,0,H,22,3,9,1,14,12,11,0,2,3,0,0,1.29,6.0,9.0,1.3,6.0,8.75,1.3,6.0,8.5,1.29,6.3,9.21,1.22,6.5,9.5,1.29,6.0,9.5,1.22,7.29,12.24,2023-2024,La_liga,Real Madrid,Villarreal,1,0.8818747255032644
2023-2024,Matchweek 17,Real Sociedad,Betis,17.0,0,0,0.6,1.2,1.2,2.6,50.0,-0.1,7,1.6,2.0,6,1.8,1.4,0,La_liga,SP1,2023-12-17,Sociedad,Betis,0,0,D,0,0,D,12,12,4,3,12,12,3,7,3,4,0,0,1.7,4.0,5.0,1.7,3.75,5.0,1.7,3.8,5.0,1.7,3.9,5.17,1.65,3.8,4.8,1.7,3.75,5.25,1.59,4.18,6.12,2023-2024,La_liga,Real Sociedad,Betis,1,0.6566286103857523
2023-2024,Matchweek 17,Sevilla,Getafe,17.0,0,3,-0.2,2.0,-0.8,3.0,116.4,-0.3,16,0.8,1.2,8,2.0,0.8,0,La_liga,SP1,2023-12-16,Sevilla,Getafe,0,3,A,0,2,A,12,14,4,7,18,18,4,2,3,3,0,0,1.95,3.4,4.2,1.95,3.3,4.0,1.95,3.35,4.1,1.97,3.39,4.32,1.85,3.5,4.0,1.95,3.4,4.1,1.82,3.45,5.24,2023-2024,La_liga,Sevilla,Getafe,0,0.3915205423659706
2023-2024,Matchweek 17,Valencia,Barcelona,17.0,1,1,-0.6,-8.2,-3.6,3.0,-199.0,-1.0,11,0.8,2.0,5,1.8,1.6,0,La_liga,SP1,2023-12-16,Valencia,Barcelona,1,1,D,0,0,D,11,16,4,8,9,11,4,6,1,2,0,0,5.0,3.8,1.67,5.25,4.0,1.63,5.0,3.95,1.67,5.2,4.06,1.67,4.8,4.0,1.62,5.25,4.0,1.65,6.04,4.56,1.55,2023-2024,La_liga,Valencia,Barcelona,0,0.4352905748266212
2023-2024,Matchweek 18,Alavés,Real Madrid,18.0,0,1,-2.4,-4.2,-2.4,1.4,-350.0,-0.6,16,0.8,1.2,1,2.6,2.6,0,La_liga,SP1,2023-12-21,Alaves,Real Madrid,0,1,A,0,0,D,8,9,2,4,18,13,3,3,3,1,0,1,5.75,4.0,1.53,5.75,4.2,1.57,6.0,4.1,1.57,5.93,4.26,1.58,5.5,4.33,1.5,6.0,4.2,1.55,6.04,4.13,1.6,2023-2024,La_liga,Alavés,Real Madrid,0,0.11778761729889599
2023-2024,Matchweek 18,Athletic Club,Las Palmas,18.0,1,0,1.2,5.6,3.4,-5.6,-108.8,1.5,4,2.6,2.6,10,1.6,2.0,1,La_liga,SP1,2023-12-20,Ath Bilbao,Las Palmas,1,0,H,0,0,D,19,5,10,1,12,11,5,2,1,3,0,0,1.36,5.0,7.0,1.39,4.75,8.25,1.4,4.9,7.75,1.39,4.99,8.41,1.33,4.75,8.5,1.36,4.8,9.0,1.38,5.19,8.59,2023-2024,La_liga,Athletic Club,Las Palmas,1,0.7653633898948013
2023-2024,Matchweek 18,Atlético Madrid,Getafe,18.0,3,3,-0.2,2.6,-0.6,-1.0,154.2,0.2,3,1.8,3.0,8,2.0,1.2,0,La_liga,SP1,2023-12-19,Ath Madrid,Getafe,3,3,D,1,0,H,8,29,4,9,7,14,1,12,3,3,1,0,1.45,4.33,7.5,1.47,4.33,7.25,1.47,4.3,7.25,1.48,4.45,7.67,1.4,4.4,7.5,1.44,4.4,7.5,1.48,4.54,7.35,2023-2024,La_liga,Atlético Madrid,Getafe,1,0.7794741144387951
2023-2024,Matchweek 18,Barcelona,Almería,18.0,3,2,0.6,3.8,1.6,-4.0,217.6,1.1,5,1.4,1.8,20,0.4,0.0,1,La_liga,SP1,2023-12-20,Barcelona,Almeria,3,2,H,1,1,D,30,10,11,5,16,9,12,0,3,3,0,0,1.14,8.5,15.0,1.14,9.25,16.5,1.15,8.75,16.0,1.13,10.49,16.19,1.1,9.0,17.0,1.12,9.5,20.0,1.14,9.0,19.0,2023-2024,La_liga,Barcelona,Almería,1,0.8986377844575448
2023-2024,Matchweek 18,Betis,Girona,18.0,1,1,-1.8,-1.2,0.0,2.2,-220.0,-1.1,6,1.4,2.6,2,2.6,3.0,0,La_liga,SP1,2023-12-21,Betis,Girona,1,1,D,0,1,A,21,12,4,4,6,9,7,6,2,2,0,0,2.8,3.5,2.38,2.65,3.6,2.45,2.8,3.55,2.45,2.87,3.69,2.42,2.62,3.6,2.38,2.8,3.6,2.4,2.67,3.55,2.69,2023-2024,La_liga,Betis,Girona,0,0.29146702658489543
2023-2024,Matchweek 18,Cádiz,Real Sociedad,18.0,0,0,-0.8,-5.4,-1.8,-0.6,-147.2,-0.7,16,0.8,0.6,7,1.8,1.6,0,La_liga,SP1,2023-12-21,Cadiz,Sociedad,0,0,D,0,0,D,10,8,2,1,16,15,7,5,3,1,0,0,4.75,3.1,1.75,4.6,3.4,1.82,4.6,3.4,1.83,4.8,3.42,1.87,4.33,3.5,1.8,4.6,3.4,1.85,6.27,3.59,1.69,2023-2024,La_liga,Cádiz,Real Sociedad,0,0.46287404734816084
2023-2024,Matchweek 18,Granada,Sevilla,18.0,0,3,-0.2,-6.4,-1.2,-5.2,-63.2,-0.1,19,0.2,0.6,15,0.6,0.8,0,La_liga,SP1,2023-12-19,Granada,Sevilla,0,3,A,0,2,A,12,12,3,5,10,18,6,4,2,1,0,0,2.8,3.4,2.5,2.85,3.25,2.5,2.8,3.35,2.5,2.96,3.3,2.59,2.75,3.25,2.45,2.88,3.3,2.5,3.12,3.17,2.55,2023-2024,La_liga,Granada,Sevilla,0,0.3380562717697141
2023-2024,Matchweek 18,Mallorca,Osasuna,18.0,3,2,-0.6,0.0,-1.6,4.0,-18.8,0.0,14,1.2,1.4,12,1.2,0.8,1,La_liga,SP1,2023-12-21,Mallorca,Osasuna,3,2,H,1,1,D,15,12,8,7,11,12,6,0,3,1,0,0,2.3,2.9,3.3,2.35,2.95,3.3,2.35,3.0,3.4,2.42,2.98,3.51,2.25,3.1,3.2,2.38,2.9,3.5,2.26,2.92,4.11,2023-2024,La_liga,Mallorca,Osasuna,1,0.53758738255632
2023-2024,Matchweek 18,Rayo Vallecano,Valencia,18.0,0,1,-0.2,6.0,2.4,0.6,80.4,0.1,11,0.8,1.2,9,0.4,0.4,0,La_liga,SP1,2023-12-19,Vallecano,Valencia,0,1,A,0,0,D,7,8,1,3,16,18,8,1,1,5,0,1,2.2,3.2,3.5,2.2,3.1,3.5,2.25,3.15,3.5,2.24,3.18,3.74,2.1,3.25,3.4,2.2,3.13,3.6,2.28,3.17,3.66,2023-2024,La_liga,Rayo Vallecano,Valencia,0,0.4861717342607893
2023-2024,Matchweek 18,Villarreal,Celta Vigo,18.0,3,2,0.2,-3.4,0.2,-5.4,29.4,0.1,12,0.8,0.8,18,1.2,0.6,1,La_liga,SP1,2023-12-20,Villarreal,Celta,3,2,H,2,0,H,12,15,8,5,16,15,4,7,2,4,0,0,2.4,3.6,2.88,2.35,3.4,2.9,2.45,3.5,2.85,2.42,3.52,2.98,2.38,3.5,2.7,2.45,3.4,2.9,2.45,3.38,3.09,2023-2024,La_liga,Villarreal,Celta Vigo,1,0.8517817297406974
2023-2024,Matchweek 19,Celta Vigo,Betis,19.0,2,1,0.2,0.8,-0.6,0.8,43.2,0.0,16,1.2,1.2,6,1.4,1.4,1,La_liga,SP1,2024-01-03,Celta,Betis,2,1,H,1,1,D,19,14,6,3,10,12,8,7,0,2,0,0,2.4,3.3,3.0,2.3,3.4,2.95,2.45,3.35,2.95,2.47,3.33,3.05,2.3,3.4,2.9,2.4,3.4,2.9,2.21,3.31,3.67,2023-2024,La_liga,Celta Vigo,Betis,0,0.255375058046579
2023-2024,Matchweek 19,Getafe,Rayo Vallecano,19.0,0,2,1.6,4.4,2.6,-0.6,20.4,0.8,9,2.0,2.2,10,0.8,1.0,0,La_liga,SP1,2024-01-02,Getafe,Vallecano,0,2,A,0,1,A,5,12,0,8,16,16,2,3,6,3,2,0,2.38,3.0,3.3,2.4,3.0,3.25,2.45,3.0,3.25,2.42,3.0,3.5,2.3,3.0,3.3,2.4,3.0,3.3,2.4,2.95,3.57,2023-2024,La_liga,Getafe,Rayo Vallecano,0,0.4976842014445316
2023-2024,Matchweek 19,Girona,Atlético Madrid,19.0,4,3,1.0,0.2,0.8,-3.4,69.8,0.3,2,2.2,2.6,4,1.4,1.2,1,La_liga,SP1,2024-01-03,Girona,Ath Madrid,4,3,H,3,2,H,17,18,9,12,8,10,7,8,0,1,0,0,2.55,3.6,2.63,2.45,3.7,2.65,2.6,3.6,2.6,2.61,3.55,2.71,2.45,3.5,2.6,2.55,3.6,2.63,2.7,3.71,2.6,2023-2024,La_liga,Girona,Atlético Madrid,1,0.6356326601590891
2023-2024,Matchweek 19,Granada,Cádiz,19.0,2,0,-0.4,-2.4,-1.4,-1.4,125.6,-0.4,19,0.0,0.4,18,0.8,0.6,1,La_liga,SP1,2024-01-03,Granada,Cadiz,2,0,H,1,0,H,15,15,8,2,17,16,5,6,3,4,0,1,2.25,3.1,3.5,2.25,3.25,3.3,2.25,3.2,3.35,2.26,3.19,3.59,2.15,3.2,3.4,2.25,3.2,3.4,2.25,3.12,3.82,2023-2024,La_liga,Granada,Cádiz,1,0.5362941163632952
2023-2024,Matchweek 19,Las Palmas,Barcelona,19.0,1,2,-0.6,-11.6,-4.0,5.6,-39.6,-2.1,11,1.4,1.6,4,1.4,1.2,0,La_liga,SP1,2024-01-04,Las Palmas,Barcelona,1,2,A,1,0,H,12,15,3,5,14,5,5,10,5,2,1,0,5.5,4.33,1.57,5.5,4.33,1.57,5.5,4.3,1.57,5.82,4.39,1.57,5.5,4.2,1.53,6.0,4.2,1.55,6.35,4.68,1.51,2023-2024,La_liga,Las Palmas,Barcelona,0,0.24939516856045754
2023-2024,Matchweek 19,Osasuna,Almería,19.0,1,0,0.4,-2.2,0.0,-7.4,24.6,-0.3,12,1.0,1.6,20,0.4,0.0,1,La_liga,SP1,2024-01-04,Osasuna,Almeria,1,0,H,1,0,H,14,4,2,0,14,5,5,4,1,2,0,0,1.7,4.0,4.75,1.66,3.9,5.0,1.7,3.9,4.8,1.71,3.94,5.03,1.65,3.9,4.6,1.7,3.8,5.0,1.74,3.82,5.21,2023-2024,La_liga,Osasuna,Almería,1,0.6162695204112761
2023-2024,Matchweek 19,Real Madrid,Mallorca,19.0,1,0,1.4,2.4,1.4,-4.4,295.2,0.3,1,2.6,2.6,14,1.6,0.4,1,La_liga,SP1,2024-01-03,Real Madrid,Mallorca,1,0,H,0,0,D,17,7,5,0,5,15,5,4,2,3,0,0,1.2,6.5,15.0,1.24,6.25,12.5,1.22,6.5,13.0,1.23,6.68,12.58,1.2,6.0,13.0,1.22,6.0,15.0,1.22,6.75,13.93,2023-2024,La_liga,Real Madrid,Mallorca,1,0.9516012227671558
2023-2024,Matchweek 19,Real Sociedad,Alavés,19.0,1,1,0.6,2.0,1.4,2.6,147.8,0.3,6,1.4,1.6,16,0.8,0.4,0,La_liga,SP1,2024-01-02,Sociedad,Alaves,1,1,D,0,0,D,16,7,6,2,9,17,6,4,4,4,1,0,1.6,3.75,6.5,1.58,3.75,6.25,1.6,3.75,6.5,1.59,3.9,6.58,1.53,3.75,6.5,1.55,3.8,7.0,1.53,3.87,8.34,2023-2024,La_liga,Real Sociedad,Alavés,1,0.8552786163428429
2023-2024,Matchweek 19,Sevilla,Athletic Club,19.0,0,2,-0.6,-1.0,-1.8,2.0,69.0,-1.1,15,1.0,0.6,3,2.6,1.4,0,La_liga,SP1,2024-01-04,Sevilla,Ath Bilbao,0,2,A,0,1,A,11,15,2,6,9,19,5,4,3,1,0,0,3.0,3.3,2.38,3.0,3.3,2.35,3.05,3.35,2.35,3.17,3.24,2.45,3.0,3.4,2.25,3.1,3.3,2.38,3.09,3.26,2.52,2023-2024,La_liga,Sevilla,Athletic Club,0,0.20725389645443293
2023-2024,Matchweek 19,Valencia,Villarreal,19.0,3,1,-1.0,-2.0,-1.8,-0.2,-104.2,-1.3,8,1.0,1.6,13,1.4,1.0,1,La_liga,SP1,2024-01-02,Valencia,Villarreal,3,1,H,2,0,H,11,8,8,4,12,15,4,3,2,5,0,0,2.05,3.5,3.6,2.0,3.4,3.7,2.1,3.4,3.5,2.04,3.49,3.9,2.0,3.5,3.4,2.0,3.5,3.75,2.23,3.43,3.49,2023-2024,La_liga,Valencia,Villarreal,1,0.8199561342501893
2023-2024,Matchweek 20,Almería,Girona,20.0,0,0,-2.2,0.0,-1.4,5.0,-175.0,-0.8,20,0.4,0.6,2,2.6,2.6,0,La_liga,SP1,2024-01-14,Almeria,Girona,0,0,D,0,0,D,20,5,3,1,13,8,4,3,4,4,0,1,4.5,4.0,1.7,4.5,4.2,1.68,,,,4.71,4.42,1.67,4.33,4.2,1.65,4.75,4.33,1.65,3.84,3.76,1.99,2023-2024,La_liga,Almería,Girona,0,0.09431636980607716
2023-2024,Matchweek 20,Athletic Club,Real Sociedad,20.0,2,1,0.8,1.4,1.6,-6.2,-34.2,0.8,3,3.0,2.6,7,1.4,1.8,1,La_liga,SP1,2024-01-13,Ath Bilbao,Sociedad,2,1,H,2,0,H,10,9,3,1,16,21,5,5,1,4,0,0,2.0,3.4,3.8,2.05,3.4,3.7,,,,2.02,3.47,4.0,1.95,3.4,3.7,2.05,3.3,3.9,2.14,3.08,4.17,2023-2024,La_liga,Athletic Club,Real Sociedad,1,0.6276387246054834
2023-2024,Matchweek 20,Atlético Madrid,Rayo Vallecano,20.0,2,1,1.2,-1.0,1.4,4.8,22.0,0.6,4,0.8,2.6,11,0.8,1.4,1,La_liga,SP1,2024-01-31,Ath Madrid,Vallecano,2,1,H,1,1,D,8,10,3,2,11,13,5,6,0,3,0,0,1.5,4.2,6.5,1.49,4.5,6.25,,,,1.5,4.48,6.83,1.44,4.5,6.0,1.5,4.33,6.5,1.64,3.83,6.3,2023-2024,La_liga,Atlético Madrid,Rayo Vallecano,1,0.7687098503503429
2023-2024,Matchweek 20,Barcelona,Osasuna,20.0,1,0,0.6,9.4,3.2,2.2,154.6,1.8,4,2.0,1.8,12,1.6,0.2,1,La_liga,SP1,2024-01-31,Barcelona,Osasuna,1,0,H,0,0,D,16,9,4,1,9,12,6,6,1,2,0,1,1.33,5.0,10.0,1.32,5.5,9.25,,,,1.32,5.82,9.33,1.29,5.5,8.5,1.3,5.5,10.0,1.34,5.77,8.84,2023-2024,La_liga,Barcelona,Osasuna,1,0.8738220414801411
2023-2024,Matchweek 20,Betis,Granada,20.0,1,0,0.2,4.8,0.6,6.0,-10.2,0.2,6,0.8,2.2,19,0.6,0.0,1,La_liga,SP1,2024-01-13,Betis,Granada,1,0,H,0,0,D,25,6,6,2,11,17,13,1,3,4,0,0,1.62,4.2,4.75,1.6,4.1,5.5,,,,1.65,4.04,5.49,1.57,4.0,5.5,1.62,4.0,5.5,1.76,3.8,5.04,2023-2024,La_liga,Betis,Granada,1,0.9067927491174717
2023-2024,Matchweek 20,Cádiz,Valencia,20.0,1,4,-0.6,2.4,-0.2,2.2,4.8,0.0,18,0.8,0.6,7,1.4,0.8,0,La_liga,SP1,2024-01-14,Cadiz,Valencia,1,4,A,1,1,D,10,9,2,5,15,15,3,1,4,2,0,0,2.88,3.0,2.7,2.8,3.1,2.6,,,,3.02,2.96,2.75,2.8,3.0,2.6,2.88,3.1,2.63,3.15,2.85,2.78,2023-2024,La_liga,Cádiz,Valencia,0,0.22119358034332148
2023-2024,Matchweek 20,Getafe,Real Madrid,20.0,0,2,-0.4,-1.2,-0.2,1.0,-258.4,-0.2,9,1.4,2.0,1,2.6,2.6,0,La_liga,SP1,2024-02-01,Getafe,Real Madrid,0,2,A,0,1,A,10,16,2,9,16,5,2,6,1,2,0,0,6.0,4.2,1.55,6.0,4.1,1.55,,,,6.44,4.18,1.56,5.8,4.2,1.5,6.5,4.1,1.53,6.62,3.81,1.62,2023-2024,La_liga,Getafe,Real Madrid,0,0.17370118990026878
2023-2024,Matchweek 20,Las Palmas,Villarreal,20.0,3,0,-0.2,-0.6,-1.2,2.2,46.6,-0.7,9,1.4,1.4,13,0.8,0.8,1,La_liga,SP1,2024-01-13,Las Palmas,Villarreal,3,0,H,1,0,H,8,17,3,3,13,11,4,6,4,3,0,0,2.5,3.3,2.8,2.45,3.3,2.85,,,,2.52,3.39,2.94,2.45,3.25,2.8,2.45,3.4,2.88,2.69,3.51,2.72,2023-2024,La_liga,Las Palmas,Villarreal,1,0.6657952467581603
2023-2024,Matchweek 20,Mallorca,Celta Vigo,20.0,1,1,-0.4,-3.8,-1.2,-2.2,-69.4,-0.6,13,1.6,1.8,16,1.6,0.4,0,La_liga,SP1,2024-01-13,Mallorca,Celta,1,1,D,1,1,D,17,6,6,2,18,18,10,1,4,1,0,0,2.5,3.1,3.0,2.45,3.0,3.1,,,,2.57,3.02,3.2,2.5,3.0,2.9,2.5,3.1,3.1,2.41,2.95,3.66,2023-2024,La_liga,Mallorca,Celta Vigo,1,0.7398184670598379
2023-2024,Matchweek 20,Sevilla,Alavés,20.0,2,3,0.6,4.0,1.6,0.2,224.2,0.0,16,0.8,0.4,13,0.4,0.4,0,La_liga,SP1,2024-01-12,Sevilla,Alaves,2,3,A,0,2,A,19,16,4,8,12,13,5,4,4,3,0,0,1.91,3.4,4.2,1.95,3.25,4.33,,,,1.95,3.4,4.52,1.91,3.3,4.0,1.93,3.3,4.4,2.07,3.23,4.23,2023-2024,La_liga,Sevilla,Alavés,1,0.5250667373907979
2023-2024,Matchweek 21,Alavés,Cádiz,21.0,1,0,0.2,0.4,0.2,-1.4,-16.6,0.1,13,0.8,1.2,18,0.6,0.6,1,La_liga,SP1,2024-01-19,Alaves,Cadiz,1,0,H,0,0,D,13,9,3,1,15,18,4,4,0,4,0,0,1.7,3.5,5.75,1.72,3.3,5.75,,,,1.73,3.51,6.0,1.62,3.5,5.8,1.7,3.5,5.75,1.68,3.57,6.43,2023-2024,La_liga,Alavés,Cádiz,1,0.8602224607087656
2023-2024,Matchweek 21,Betis,Barcelona,21.0,2,4,-1.0,-4.2,-3.0,7.6,-100.0,-1.5,6,1.2,2.2,3,2.0,1.6,0,La_liga,SP1,2024-01-21,Betis,Barcelona,2,4,A,0,1,A,14,11,5,4,12,9,3,4,1,2,0,0,4.33,3.8,1.8,4.0,3.75,1.83,,,,4.29,4.01,1.81,4.2,3.8,1.75,4.2,3.9,1.8,4.1,4.12,1.84,2023-2024,La_liga,Betis,Barcelona,0,0.4028708879674765
2023-2024,Matchweek 21,Celta Vigo,Real Sociedad,21.0,0,1,0.2,-1.4,0.2,4.0,-33.2,0.1,16,1.6,1.6,6,1.2,1.6,0,La_liga,SP1,2024-01-20,Celta,Sociedad,0,1,A,0,1,A,6,6,2,2,12,18,6,3,1,2,0,0,3.25,3.0,2.4,3.1,3.1,2.4,,,,3.21,3.08,2.52,3.1,3.1,2.38,3.13,3.1,2.45,2.52,2.97,3.4,2023-2024,La_liga,Celta Vigo,Real Sociedad,0,0.2175010383872201
2023-2024,Matchweek 21,Girona,Sevilla,21.0,5,1,1.4,-3.2,0.8,-2.2,-25.4,0.7,2,2.2,2.6,16,0.6,1.2,1,La_liga,SP1,2024-01-21,Girona,Sevilla,5,1,H,3,1,H,12,9,8,3,9,11,4,5,0,2,0,0,1.73,4.0,4.5,1.71,4.1,4.4,,,,1.74,3.93,4.81,1.67,4.0,4.4,1.7,4.0,4.75,1.83,3.99,4.29,2023-2024,La_liga,Girona,Sevilla,1,0.9043388461315552
2023-2024,Matchweek 21,Granada,Atlético Madrid,21.0,0,1,-1.6,-1.4,-1.6,-1.8,-60.8,-0.4,19,0.6,0.8,3,1.4,0.6,0,La_liga,SP1,2024-01-22,Granada,Ath Madrid,0,1,A,0,0,D,17,10,2,5,11,16,6,2,2,2,1,0,4.75,3.8,1.7,4.8,3.9,1.68,,,,5.03,4.0,1.7,4.4,3.9,1.7,4.6,3.8,1.65,5.3,4.0,1.7,2023-2024,La_liga,Granada,Atlético Madrid,0,0.07229409485209864
2023-2024,Matchweek 21,Osasuna,Getafe,21.0,3,2,-0.4,-1.2,-0.8,-0.4,-23.8,0.0,11,1.4,1.6,10,1.4,1.2,1,La_liga,SP1,2024-01-21,Osasuna,Getafe,3,2,H,2,0,H,13,10,7,7,14,16,1,4,4,4,0,0,2.15,3.0,4.0,2.1,3.1,3.7,,,,2.21,3.11,3.87,2.1,3.2,3.5,2.2,3.0,3.8,2.5,2.93,3.59,2023-2024,La_liga,Osasuna,Getafe,1,0.5522030610507725
2023-2024,Matchweek 21,Rayo Vallecano,Las Palmas,21.0,0,2,-0.6,3.2,1.2,-6.2,-10.4,0.4,11,0.8,1.0,9,1.4,1.4,0,La_liga,SP1,2024-01-20,Vallecano,Las Palmas,0,2,A,0,1,A,16,10,3,5,19,8,12,0,3,1,1,0,1.85,3.3,4.5,1.9,3.3,4.33,,,,1.93,3.42,4.5,1.83,3.5,4.2,1.9,3.4,4.33,1.72,3.7,5.49,2023-2024,La_liga,Rayo Vallecano,Las Palmas,1,0.6252674826375139
2023-2024,Matchweek 21,Real Madrid,Almería,21.0,3,2,1.2,3.2,2.8,-3.6,254.6,0.4,1,2.6,2.6,20,0.4,0.0,1,La_liga,SP1,2024-01-21,Real Madrid,Almeria,3,2,H,0,2,A,18,10,6,2,9,17,6,3,3,5,0,0,1.13,10.0,17.0,1.16,8.5,16.0,,,,1.15,9.58,15.8,1.11,8.5,17.0,1.13,9.0,18.0,1.13,9.75,23.0,2023-2024,La_liga,Real Madrid,Almería,1,0.9647788536112414
2023-2024,Matchweek 21,Valencia,Athletic Club,21.0,1,0,0.2,-7.4,-1.8,0.6,-100.8,-0.9,6,2.0,2.2,5,3.0,2.0,1,La_liga,SP1,2024-01-20,Valencia,Ath Bilbao,1,0,H,0,0,D,6,6,1,3,11,14,4,2,0,3,0,0,3.3,3.3,2.25,3.3,3.3,2.15,,,,3.47,3.46,2.19,3.25,3.4,2.1,3.4,3.3,2.2,3.55,3.22,2.29,2023-2024,La_liga,Valencia,Athletic Club,1,0.5817076110232163
