Round,round_num,home_Gls,Away_Gls,goals_difference,shots_difference,SoT_difference,tackles_difference,touches_difference,xG_difference,home_side_rank,away_side_rank,rolling_points_difference,rolling_points_home_difference,rolling_points_away_difference
Matchweek 17,17,2,0,0.6,3.6,1.4,1,130.6,0.6,5,7,0.19999999999999996,1.6,0
Matchweek 17,17,1,3,-0.2,-2.2,-1.4,-2.8,-88.2,-0.5,12,4,-0.60000000000000009,0.39999999999999991,-0.19999999999999996
Matchweek 17,17,0,1,0.2,4.6,0.4,-0.4,47.8,0.8,11,7,-0.4,-1.4,-0.19999999999999996
Matchweek 17,17,0,0,-0.8,-1.6,-1,0.2,36.4,-0.8,15,18,1,1.4000000000000001,0
Matchweek 17,17,1,1,1.4,5.8,1.6,-5.2,160.6,1.1,3,12,1.4,1.4000000000000001,2.8
Matchweek 17,17,2,2,0.6,-0.8,-1,4.6,59.2,0.2,12,17,0.19999999999999996,0,0.20000000000000007
Matchweek 17,17,2,3,0.6,-2.8,-0.2,5.4,-81,-0.1,7,6,-0.60000000000000009,0.8,-0.19999999999999996
Matchweek 17,17,3,1,1.8,4,2,0,270.4,2,1,19,1.6,1.2000000000000002,1.8000000000000003
Matchweek 17,17,7,0,0.8,4.4,3,-10.6,269.8,0.9,1,16,1.8,0.59999999999999987,1.6
Matchweek 17,17,0,2,-1,2.6,0.8,-8.2,93.4,0.3,20,10,-0.8,-0.19999999999999996,0.19999999999999996
Matchweek 18,18,1,1,1.4,0.2,1.6,9,44.2,0.5,10,14,0.60000000000000009,-1.0000000000000002,0.20000000000000007
Matchweek 18,18,1,1,-1.6,-2.8,-1,0.8,-104.2,-0.9,12,8,-0.59999999999999987,-1,-1
Matchweek 18,18,1,4,-1,-5,-1.8,8.2,-112.2,-0.8,17,5,-0.8,-0.8,0.19999999999999996
Matchweek 18,18,2,0,1.4,-2.8,2,4,-40.4,0.1,4,12,2,0.79999999999999993,0.59999999999999987
Matchweek 18,18,0,4,-2.4,-12.6,-7,4,-394.2,-1.8,19,1,-2.2,-1,-2.2
Matchweek 18,18,3,1,-0.2,2.2,0.6,-1.6,-69.8,-0.3,14,14,-0.79999999999999993,0.60000000000000009,-0.20000000000000007
Matchweek 18,18,2,2,-0.8,-2.2,0.2,-1.2,-87.4,-0.7,6,2,-0.60000000000000009,-0.60000000000000009,-1.2000000000000002
Matchweek 18,18,1,4,-0.2,1.4,0.6,-5.4,-117.4,0.1,18,11,-0.60000000000000009,-1,-0.20000000000000007
Matchweek 18,18,2,0,0.8,-1.2,-0.8,-4,-155.6,-0.4,7,20,0.6,0.60000000000000009,0.39999999999999991
Matchweek 18,18,0,0,-1.6,-10.6,-3.8,4.6,-140.6,-1.6,8,3,-0.60000000000000009,-0.20000000000000018,-1.4
Matchweek 19,19,0,3,-0.4,-0.6,-0.8,10.6,-121.6,-0.3,10,3,-0.20000000000000018,-0.80000000000000027,-1.2
Matchweek 19,19,2,0,-0.8,2,-2,2.4,96.8,0,11,16,-0.4,-0.79999999999999993,0.60000000000000009
Matchweek 19,19,3,2,-1,0,-2.2,-0.6,31.4,-0.3,12,15,-0.19999999999999996,1.4000000000000001,0.39999999999999997
Matchweek 19,19,6,0,1,7.4,2.6,-3.4,193,0.9,2,17,1.8,0.8,1.6
Matchweek 19,19,6,3,1.4,11.2,5.6,-1,188,1.2,1,9,2,0.59999999999999987,1.4000000000000001
Matchweek 19,19,1,1,-1.4,-4.8,-3.4,-3.6,-224.6,-1,19,4,-2.2,0,-1.6
Matchweek 19,19,0,5,-2.2,-6.4,-3.2,2,6.6,-1.4,20,5,-1.6,-1.8,-0.19999999999999996
Matchweek 19,19,3,0,0.4,6.6,2.8,-7.6,69,1.5,6,12,1.2000000000000002,0,0.19999999999999996
Matchweek 19,19,2,3,-0.4,-1.4,-2,-2.8,54.2,0.1,8,12,0.40000000000000013,0.40000000000000013,0.59999999999999987
Matchweek 19,19,3,0,-0.6,-3.4,-1.6,2.6,51.2,-0.4,7,18,0.8,1,0.19999999999999996
Matchweek 20,20,1,1,2.2,10.8,3.8,-0.8,80.2,1.9,5,8,1,1.4,0.19999999999999996
Matchweek 20,20,0,1,-3,-10.4,-4.6,4,-296.2,-1.9,16,1,-2.2,-1.2,-2.8
Matchweek 20,20,1,1,1.2,0.8,2,-3.8,112,0.9,3,12,0.8,1.4,1.4
Matchweek 20,20,3,0,1.8,1.2,1,3.4,19.8,0.3,11,20,1.4,0.8,0.39999999999999991
Matchweek 20,20,1,0,0.8,0.2,0,-0.8,9,0.6,13,19,0.19999999999999996,-0.39999999999999991,-0.2
Matchweek 20,20,0,4,0,-5.6,-1,-2.4,-121.6,-0.3,17,10,-1.2,-0.19999999999999996,-0.19999999999999996
Matchweek 20,20,1,0,-0.4,-8,-2.2,0.6,-160.4,-1.3,9,2,-1.8,-1.4000000000000001,-1.0000000000000002
Matchweek 20,20,2,1,0.8,3.6,2.2,6.2,203.8,0.6,4,15,1.4000000000000001,-0.40000000000000013,1.2
Matchweek 20,20,1,1,-0.8,-5.4,-1.8,0.8,-178.4,-1.5,13,6,-1,0.19999999999999996,-0.59999999999999987
Matchweek 20,20,1,4,-0.8,-2.4,-0.8,2,-112.8,-0.6,18,7,-1.2,-1.6,0
Matchweek 21,21,1,2,-0.8,-0.4,-1,1.2,-209.2,0,5,1,-0.39999999999999991,0.20000000000000018,-1.8
Matchweek 21,21,2,1,-0.6,-3,-0.6,-3.4,-153.2,0.1,15,10,-0.79999999999999993,-0.19999999999999996,-1.6
Matchweek 21,21,2,2,-0.8,-7.4,-2.2,1.6,-5.6,-0.8,3,2,-0.19999999999999996,-1.2000000000000002,0.39999999999999991
Matchweek 21,21,2,3,0.8,-0.8,0.8,7.4,1.2,-0.5,12,7,0.60000000000000009,-0.20000000000000018,0.39999999999999991
Matchweek 21,21,2,4,0.6,-3.8,0.2,0.8,-249.8,0.3,13,10,0.19999999999999996,1.2000000000000002,-0.39999999999999997
Matchweek 21,21,4,1,-0.4,-5.2,-0.6,6.8,22.2,-0.5,17,15,-1.2,-1.2000000000000002,0.4
Matchweek 21,21,3,0,2.2,2.2,1,0,53.4,1,9,20,1.4,1,0.39999999999999991
Matchweek 21,21,0,1,0.8,9,2.2,1,98.6,1.3,4,8,1,0.79999999999999982,1
Matchweek 21,21,1,3,1.4,0.4,0.2,-2.4,-21,0.1,13,18,1.4000000000000001,0.40000000000000013,0.60000000000000009
Matchweek 21,21,0,1,-1.6,-8.8,-4.8,-1.2,-208.2,-1.7,19,6,-2,-1,-0.8
Matchweek 22,22,2,2,0,3,2,2.2,59.8,-0.5,10,4,-0.60000000000000009,-1,0.19999999999999996
Matchweek 22,22,0,1,-0.8,2.2,0.2,0,68.6,-0.1,12,10,0,-1,0
Matchweek 22,22,0,2,-0.8,-1.4,-1.6,-3.8,-147.4,-0.1,16,8,-0.39999999999999991,0.40000000000000013,0
Matchweek 22,22,3,0,1.8,7.4,2.2,-2.8,219.2,1.8,2,16,1,1.8,1.4000000000000001
Matchweek 22,22,1,0,2.6,5,1.6,-4.2,17,0.7,1,3,1.6,1.6,1
Matchweek 22,22,1,1,0.6,1,1.6,5.4,23,-0.2,18,19,0.60000000000000009,1,0
Matchweek 22,22,1,1,-1.4,-3.6,-0.4,0.8,48.2,-0.7,20,13,-1,-0.8,0.60000000000000009
Matchweek 22,22,3,0,-0.6,1.4,1.6,1.4,178.2,0.1,5,6,0.20000000000000018,-0.39999999999999991,0.40000000000000013
Matchweek 22,22,2,3,1.2,1.6,0.8,-2.4,64,1.1,9,14,1.2000000000000002,0.60000000000000009,0.4
Matchweek 22,22,3,1,-0.8,-2.6,-0.6,-2.2,51.8,-0.3,7,14,0.60000000000000009,-0.19999999999999996,0.19999999999999996
Matchweek 23,23,0,0,1,4.8,2.6,-2.2,67,0.6,7,15,0.59999999999999987,-0.20000000000000018,0.79999999999999993
Matchweek 23,23,1,2,-1,-0.8,-0.4,1,-107,-0.4,17,5,-1.6,0.19999999999999996,-1.4000000000000001
Matchweek 23,23,2,0,-0.8,-7.6,-4.2,3.4,-16.8,-1.4,3,5,-1.0000000000000002,-0.80000000000000027,0
Matchweek 23,23,1,3,-0.6,-8.4,-4.6,6,-132.4,-1.5,11,2,0.19999999999999996,-1.6,-1
Matchweek 23,23,0,1,-0.2,-3.8,-3.6,0,-217,0.1,13,10,0,0,-1.6
Matchweek 23,23,0,1,0.6,-0.4,-0.6,1.2,1.6,0.3,15,18,0.19999999999999996,-0.20000000000000018,-0.19999999999999996
Matchweek 23,23,1,1,0.6,-0.8,0.2,-5.2,-92.6,0.1,8,11,0.60000000000000009,1.4,-0.6
Matchweek 23,23,1,0,-1.2,2.6,0.2,-1,61,-0.9,4,9,-0.19999999999999996,0.79999999999999982,0.20000000000000018
Matchweek 23,23,1,1,-1,-2.4,1,3,-220.8,-1.2,13,1,-1.6,-1.8,-2.2
Matchweek 23,23,0,2,0.4,1.8,0,-2,18.2,0.4,19,20,0,-0.8,0
Matchweek 24,24,3,5,0.2,-0.2,1.6,-4.6,96.6,-0.1,10,14,0.19999999999999996,-0.39999999999999991,1
Matchweek 24,24,1,1,0,5.8,1,3.2,51.6,0.2,11,3,0,-0.59999999999999987,-0.19999999999999996
Matchweek 24,24,1,1,-0.2,-3.4,-1.2,-1,-181,-0.4,15,4,-0.8,-0.79999999999999982,-1.4
Matchweek 24,24,2,0,0.8,2.8,2.4,-7.2,143.6,1.2,2,9,0,0.60000000000000009,0.60000000000000009
Matchweek 24,24,2,0,1.6,4.6,1.6,-6,317.2,1.2,1,18,2,1.2,2.8
Matchweek 24,24,2,0,0,2,1.4,2.4,63.4,0,17,15,0.8,-0.19999999999999996,0.19999999999999996
Matchweek 24,24,1,1,-0.8,-1.8,-0.6,-0.4,-108.8,-0.6,19,11,-0.39999999999999991,-0.99999999999999989,-1
Matchweek 24,24,1,3,0.2,5.2,1.6,-0.2,158.4,1.2,6,13,1,1.4000000000000001,1.2
Matchweek 24,24,1,0,1.8,-1.8,0.4,2.4,40.2,1,8,19,1,1.4,0.99999999999999989
Matchweek 24,24,0,1,0.6,-5.4,-0.6,7,18.6,-0.6,6,5,1.6,-0.39999999999999991,0.40000000000000013
Matchweek 25,25,0,0,-1,-4.8,-2.4,0.4,-184.8,-1,18,12,-0.79999999999999993,-0.19999999999999996,-1.2
Matchweek 25,25,0,1,-1.4,-8.2,-5.2,6.4,-291,-1,17,2,-1.6,-1.8,-1.2000000000000002
Matchweek 25,25,2,4,0.6,-2.8,0.6,6.8,116.4,-0.8,3,5,0.19999999999999996,-0.19999999999999996,-0.40000000000000013
Matchweek 25,25,3,0,-1.6,-4,-3,0.2,-50.8,-0.8,14,15,-1,0,-0.79999999999999993
Matchweek 25,25,2,2,-0.6,3.4,0.8,0.2,37.8,-0.6,9,8,0.19999999999999996,0.60000000000000009,-0.39999999999999991
Matchweek 25,25,1,1,-0.2,3,-1.4,1.4,80.8,0.6,4,13,0.60000000000000009,1.2,0.40000000000000013
Matchweek 25,25,1,0,-0.8,2.8,-1.6,2.6,-41.8,0.2,15,11,0.60000000000000009,0.60000000000000009,-1.2000000000000002
Matchweek 25,25,0,4,-0.6,-4.8,-1.6,4.8,-355.8,-0.6,19,1,-1.6,-2.6,-2.4
Matchweek 25,25,0,2,-0.2,3,2.4,-3.6,84.4,0.7,7,6,-0.60000000000000009,0.39999999999999991,0
Matchweek 25,25,0,2,-1,-3.4,-1,-6.4,-196.8,-0.6,19,10,-1,-0.8,-0.79999999999999993
Matchweek 26,26,2,1,0.6,3.8,1.4,-7,36.4,0.4,5,18,0.59999999999999987,0.40000000000000013,1.6
Matchweek 26,26,0,1,1.2,2.2,2,2.6,125,0.5,11,19,0.60000000000000009,1,1.4
Matchweek 26,26,0,3,1.2,4.6,1.6,3.6,279.4,0.8,10,14,1.2000000000000002,-0.39999999999999991,0.79999999999999993
Matchweek 26,26,0,1,-0.4,-1.8,0.2,-3.2,-65.6,0.4,13,3,0,-0.40000000000000013,0.39999999999999991
Matchweek 26,26,2,4,1.4,2.8,1.4,2.2,-22.2,0.3,17,4,0.60000000000000009,-1.5999999999999999,-0.60000000000000009
Matchweek 26,26,3,1,1.4,8.2,5.2,-4.6,322,1.1,2,20,1.6,2.6,1
Matchweek 26,26,2,3,1,2.6,-0.2,-4.8,133.4,0.7,1,7,1.4000000000000001,1,0.60000000000000009
Matchweek 26,26,2,0,0.2,-1.6,1.6,-6,6.8,-0.3,11,14,0.19999999999999996,-0.19999999999999996,0.99999999999999989
Matchweek 26,26,1,1,0,-6.2,-1,-3.4,41.2,-0.1,8,14,-1.2000000000000002,0.19999999999999996,0.19999999999999996
Matchweek 26,26,2,1,0,-2.8,0.4,-2.8,-64,-0.2,6,9,0.79999999999999982,-0.60000000000000009,1.2
Matchweek 27,27,0,2,-1,-5,-3.8,1,-206.8,-0.8,5,2,-1,-1.4,0.19999999999999996
Matchweek 27,27,0,2,-0.8,-9,-2.2,-0.6,-99,-0.5,18,14,-2,-0.8,-1.2
Matchweek 27,27,0,2,-0.4,-0.6,-0.6,-1.6,56.4,-0.1,13,10,0.19999999999999996,-0.19999999999999996,-0.60000000000000009
Matchweek 27,27,1,1,0,-3.4,-0.8,-1,63.6,-0.6,3,9,0.39999999999999991,-0.8,0.19999999999999996
Matchweek 27,27,1,0,-0.2,-2,-0.2,-2,186.2,0.1,12,15,0,-0.39999999999999991,0.39999999999999991
Matchweek 27,27,0,1,-1.2,-2.2,-2.2,11.4,-234.6,-1.1,15,1,-1.2,-1.6,-2.2
Matchweek 27,27,0,4,0.6,6,1,5.6,45.6,0.2,17,6,0,-1.4,-0.8
Matchweek 27,27,0,0,1.4,5,3.2,0.8,61.6,0.8,4,19,1,2,0.8
Matchweek 27,27,2,0,0.6,7,5.4,0.6,151.8,0.7,10,20,0.60000000000000009,1.2000000000000002,0.79999999999999993
Matchweek 27,27,1,0,-0.6,-0.6,-1.2,-4.2,26.8,-0.1,8,6,-1.4,0,-1.2000000000000002
Matchweek 28,28,4,0,-0.6,-5.2,-4.6,5.6,46,-0.7,10,12,-1.0000000000000002,-1.2000000000000002,0.19999999999999996
Matchweek 28,28,0,4,-0.6,-5.6,-1.6,1.4,-341.4,-0.3,15,3,-0.60000000000000009,-0.19999999999999996,-0.60000000000000009
Matchweek 28,28,1,0,-0.4,-5.6,-1.8,1.6,-12.2,-0.5,9,17,0,1,-0.39999999999999991
Matchweek 28,28,1,0,1.2,7.6,3.6,0.2,172.2,1.1,2,8,1.4,1.6,0.20000000000000018
Matchweek 28,28,4,1,0.6,-0.2,0.6,-4.4,194,0.4,1,4,0.19999999999999996,0.39999999999999991,0.8
Matchweek 28,28,2,1,0.6,8.2,4,-0.8,-90.8,0.7,13,14,1.6,0.8,-0.20000000000000018
Matchweek 28,28,1,3,0.4,-0.8,0,-0.8,-30.8,-0.3,20,17,0.60000000000000009,-0.4,0.6
Matchweek 28,28,4,0,1,-3.4,2.8,-10,-9.4,0.2,6,15,0.6,0,1.6
Matchweek 28,28,2,3,-1.2,-6,-1.6,2.8,-82.6,-0.7,19,4,-1.2,-1.6,-1.4
Matchweek 28,28,0,2,0.6,2.8,0,0.6,-32.8,-0.3,7,11,0.8,1.2,1
Matchweek 29,29,2,0,1,6.2,0.8,-4,-8.6,0.6,4,9,1.4,-0.60000000000000009,1.5999999999999999
Matchweek 29,29,2,0,0,-0.6,-0.4,-2.2,-6.2,0.4,15,17,0,-0.19999999999999996,-0.8
Matchweek 29,29,0,2,-1,-7,-3.4,1.8,-80,-1.1,14,1,-2.2,-2.2,-0.39999999999999991
Matchweek 29,29,1,0,0.2,-5.6,-2.8,-1,171,-0.8,3,13,-1,-0.40000000000000013,-0.39999999999999991
Matchweek 29,29,0,0,-1.8,-9,-3.2,5.2,-214.4,-1.6,10,1,-0.79999999999999982,-1.2,-1
Matchweek 29,29,0,1,-0.2,-0.6,-1.2,7.4,-2.6,0.1,17,6,-0.6,-0.8,-1.6
Matchweek 29,29,2,1,0.8,8.6,2,3.6,157.4,1.1,15,20,0.39999999999999997,0.19999999999999996,0.6
Matchweek 29,29,3,1,-1,3.2,-1.2,0.6,-22.4,0.1,4,6,-0.60000000000000009,0.20000000000000018,-0.19999999999999996
Matchweek 29,29,1,2,1,9.4,3.8,-3,124.2,1.1,12,19,1.2,1.6,0.60000000000000009
Matchweek 29,29,2,1,-0.8,-3,-0.6,-4.8,-41,-0.4,8,10,0.40000000000000013,0.99999999999999989,-0.40000000000000013
Matchweek 30,30,0,1,-0.8,-2.4,0,0.8,32.4,-0.3,10,4,-1.2,-0.19999999999999996,-0.59999999999999987
Matchweek 30,30,2,0,-0.6,-9.4,-4,0.8,-193.6,-1,16,13,-0.79999999999999993,-0.8,-0.59999999999999987
Matchweek 30,30,2,1,-0.2,0.6,1,3.2,155,-0.5,9,17,-0.39999999999999991,1.4000000000000001,0.20000000000000007
Matchweek 30,30,4,0,0,5,0,-3,133.2,0.5,1,5,1.4,1.4,0.8
Matchweek 30,30,3,0,1.6,8,3.8,-2.8,164.8,2,1,14,1.4,1.5999999999999999,1
Matchweek 30,30,1,0,0.6,7.6,2.2,0,70,0.5,12,10,0.39999999999999991,1.0000000000000002,0.39999999999999991
Matchweek 30,30,1,3,-1.2,-2,-0.8,-1.2,-295.6,-0.5,20,3,-2,-0.79999999999999993,-1.4
Matchweek 30,30,2,1,1.2,1,2.4,2.4,115.2,0.6,6,8,0.19999999999999996,0.40000000000000013,0.60000000000000009
Matchweek 30,30,0,0,0.4,-1,1,-6,-91.2,0.2,19,18,0.79999999999999993,-1.2,0.8
Matchweek 30,30,2,3,0.2,-3.4,-0.4,-7.6,11.6,-0.8,7,14,1.2000000000000002,1.2000000000000002,0.8
Matchweek 31,31,0,0,-0.6,0,-1,-0.6,126,-0.2,14,20,0,-0.2,1
Matchweek 31,31,0,2,-1,-9.8,-3.6,2.4,-387.6,-1.5,17,1,-0.8,-1.5999999999999999,-1.4000000000000001
Matchweek 31,31,1,4,0.6,3.2,2,1.6,299.4,0.2,3,16,1.4000000000000001,0.8,1.4
Matchweek 31,31,3,0,-1,-6.6,-1.6,1.4,-99.2,-0.5,10,4,-1,-0.19999999999999996,-0.79999999999999982
Matchweek 31,31,1,1,0.4,1.8,-0.6,7.6,-46.8,0.4,14,13,0,-0.40000000000000013,0.39999999999999991
Matchweek 31,31,2,0,1.4,9,2,-3.6,237.6,1.2,1,19,1.4,3,0.39999999999999991
Matchweek 31,31,1,1,0.6,2,0.4,-0.8,-69.2,0.6,5,9,0,-0.60000000000000009,0.39999999999999991
Matchweek 31,31,5,1,1.6,-4,-0.2,-2.4,-3.4,0.5,5,12,0.39999999999999991,-0.40000000000000013,0
Matchweek 31,31,2,1,1,1.2,1.4,-12.2,-45.6,0.7,8,18,1.2,0.8,0.99999999999999989
Matchweek 31,31,1,1,-0.4,-0.4,-0.4,-0.6,9.8,-0.5,7,11,0,0.39999999999999991,0.8
Matchweek 32,32,1,2,1,0,1,1,42.2,0.2,5,13,1.6,1.2,1
Matchweek 32,32,0,4,-1.6,-3,-0.6,0.2,-133,-0.9,12,4,-1,-1,-0.60000000000000009
Matchweek 32,32,2,0,0.8,0.8,0.2,1.6,-90.8,0.2,15,8,0,-0.60000000000000009,-0.20000000000000007
Matchweek 32,32,1,0,-0.8,-0.4,-1.2,5.4,-25.4,-0.5,17,6,-0.8,-1,-0.6
Matchweek 32,32,2,1,-0.2,-1.2,-0.6,1.2,76.6,-0.7,8,10,-0.39999999999999991,1.4000000000000001,-0.8
Matchweek 32,32,2,2,-0.2,2,2,-2.8,64.4,0.2,1,1,-0.39999999999999991,-0.60000000000000009,-0.39999999999999991
Matchweek 32,32,2,0,0.4,2.2,1,1,-33.8,0.6,11,7,1,1.4000000000000001,-0.39999999999999991
Matchweek 32,32,2,0,0.2,2.2,1,-0.6,54.2,0.2,20,18,-0.39999999999999997,-0.4,-0.20000000000000007
Matchweek 32,32,0,6,-1.2,0.2,-1.2,0.6,-189.8,-0.1,15,3,-1.2,-0.20000000000000018,-1.2
Matchweek 32,32,0,3,-0.4,-9,-1.8,-3,-130.4,-1.3,19,13,-0.39999999999999991,-1,-0.19999999999999996
Matchweek 33,33,1,2,-1,-1.8,1,-1.2,-143.4,-0.5,13,1,-1.8,-2.4,-1.4000000000000001
Matchweek 33,33,3,2,-0.8,1.2,-0.8,2.8,54,-0.8,17,11,-0.59999999999999987,0.39999999999999991,-0.6
Matchweek 33,33,0,3,-1.2,-0.2,-1.8,11.8,-187.2,-0.3,16,3,-0.39999999999999991,-0.8,-0.8
Matchweek 33,33,3,2,0,-3.4,-0.2,1.8,96,-0.5,4,20,0,1.4,0.19999999999999996
Matchweek 33,33,2,1,0,1.8,-0.4,-0.6,-60.4,0.6,10,9,-0.19999999999999996,0.79999999999999982,1.6
Matchweek 33,33,1,0,-1,-5,-0.8,0.2,-83.8,-0.6,13,6,-1.6,0,-1.5999999999999999
Matchweek 33,33,0,1,2.6,1.4,1.6,2.4,127.2,1.1,4,12,1.5999999999999999,1.6,0.40000000000000013
Matchweek 33,33,1,2,-1.6,-5.2,-2,5,4.8,-0.8,19,13,-1.5999999999999999,-1.2,0.40000000000000013
Matchweek 33,33,1,1,0.6,-0.8,0.8,-7,132,0,7,18,0.6,1.8,0
Matchweek 33,33,1,5,-1.4,-6.6,-1.4,5.6,-176.4,-1.1,7,1,-1.4000000000000001,-1.5999999999999999,0.19999999999999973
Matchweek 34,34,3,1,-0.6,6,-0.6,-2.2,25.8,0.9,4,6,-0.19999999999999996,-0.40000000000000013,1.5999999999999999
Matchweek 34,34,0,0,-0.2,2.8,2,-1,-120.6,-0.1,13,5,0.59999999999999987,-0.40000000000000013,-0.60000000000000009
Matchweek 34,34,1,2,0,1.8,-0.6,2.4,18.8,-0.1,13,11,0.59999999999999987,-0.99999999999999989,0.39999999999999991
Matchweek 34,34,1,0,-0.4,0.2,-1.6,-3,-117.2,0.4,17,7,0,0,-1
Matchweek 34,34,1,0,1.6,6.2,3.6,8,184.8,0.8,3,7,1,-1.2000000000000002,2.4
Matchweek 34,34,0,0,-0.6,-4.6,-1.8,-9,-51.2,-0.6,11,16,-1.2,0.59999999999999987,-0.8
Matchweek 34,34,0,0,0.6,-3.2,-1.8,2.6,43.8,-0.6,7,13,1.2,1.6,-0.99999999999999989
Matchweek 34,34,2,0,1.4,3.6,1.2,-3.4,183.6,1.4,1,17,1.2000000000000002,1.8,2.4
Matchweek 34,34,5,1,1.8,6.8,2.4,-3,299,0.7,1,19,1.4000000000000001,1.8,0.80000000000000027
Matchweek 34,34,0,3,0,-1.6,-0.6,-5.6,-93.6,0,20,10,-1,-2.2,-0.59999999999999987
Matchweek 35,35,2,0,-0.6,2.4,1.2,-2.2,71.4,0.2,12,20,-0.4,-0.20000000000000007,1.2
Matchweek 35,35,1,0,-1.8,-9,-3.8,3.6,-353.4,-1.8,16,3,-1,0.40000000000000013,-2.8
Matchweek 35,35,0,4,-2,-4.8,-2,10,-218.4,-0.8,16,1,-1,-1.2,-0.8
Matchweek 35,35,3,0,-0.8,-4,-0.2,0.8,138.2,-0.4,6,15,-1.2,0.40000000000000013,-1
Matchweek 35,35,0,1,-0.6,-0.6,0.8,2.6,-174.2,-0.3,10,1,-0.20000000000000018,0,-1.2000000000000002
Matchweek 35,35,1,2,-0.4,1.4,-0.6,-3.8,-100.2,-0.5,14,11,0.59999999999999987,0.40000000000000013,0.19999999999999996
Matchweek 35,35,3,1,1,2.6,0.2,-1.6,-4.2,0.9,5,7,0.39999999999999991,-0.40000000000000013,1.4
Matchweek 35,35,0,2,-0.4,-3.4,-1.4,0.6,41.2,-0.5,19,16,-1.2,-0.60000000000000009,0.59999999999999987
Matchweek 35,35,1,2,-0.2,-5.8,-1.4,-2.6,-72.6,-0.6,7,4,-0.39999999999999991,0.80000000000000027,-1.6
Matchweek 35,35,0,3,0,-2.6,0.8,3.4,63.2,-0.3,7,12,-1.2,0.4,0
Matchweek 36,36,2,1,0.4,7,2.8,-15.4,97,0.6,4,17,0.19999999999999996,1,0.40000000000000013
Matchweek 36,36,3,0,0.6,4.4,1.2,-0.8,41.2,0.5,14,15,0.60000000000000009,-0.19999999999999996,0.8
Matchweek 36,36,4,0,-0.2,1.8,-0.6,5.2,-168.2,0.1,11,6,0.60000000000000009,-1.6,1.2000000000000002
Matchweek 36,36,1,3,0,-3,-1.8,-2.6,-102.4,-0.2,17,11,0.39999999999999991,0.6,-0.19999999999999996
Matchweek 36,36,2,2,1.8,12,4,-5.2,267.4,1.5,3,8,1.6,0.59999999999999987,1.8
Matchweek 36,36,1,0,1.2,0.8,2.6,-1.4,100.8,0.4,10,19,1.4,1.4000000000000001,-0.59999999999999987
Matchweek 36,36,1,2,-0.2,-1.6,-0.8,-0.2,232.6,0,9,16,-0.8,0.40000000000000013,0.2
Matchweek 36,36,1,1,-0.6,5.4,1.4,0.6,116.6,0.6,2,5,0.60000000000000009,1.2,0.60000000000000009
Matchweek 36,36,5,0,2,4.4,1.2,-4.6,201.4,0.9,1,11,0.8,-1,1.2000000000000002
Matchweek 36,36,0,4,0,0.2,-0.4,5.4,-110.4,-0.1,20,7,0,-1.6,0
Matchweek 37,37,1,1,0,2.2,0.6,4.6,-38.2,0,12,10,0,-0.40000000000000013,-0.19999999999999996
Matchweek 37,37,2,2,0,-5.8,-0.8,5.4,-78.8,-0.8,15,14,0.39999999999999991,0.19999999999999996,-1.6
Matchweek 37,37,1,1,-1.4,-5,-3,12.2,15.2,-0.8,17,12,-1.5999999999999999,0.60000000000000009,-0.40000000000000013
Matchweek 37,37,1,1,-1,-6.6,-0.8,-5.4,-112.8,-0.8,6,3,-0.8,0.80000000000000027,-1.7999999999999998
Matchweek 37,37,1,0,-0.2,-5.8,-1.4,9.8,-103.2,-0.3,10,4,0,0.59999999999999987,-0.40000000000000013
Matchweek 37,37,1,2,-0.8,-5.8,-2,0.4,-246,-1,15,1,-1.0000000000000002,-1.8,-1.6
Matchweek 37,37,1,0,0.6,-5,-1.2,0,62.6,-0.9,4,18,0.20000000000000018,1.2,1.2
Matchweek 37,37,1,5,-0.6,0.6,-1.6,-2,-236.2,0.2,19,8,-0.8,-2,0.99999999999999989
Matchweek 37,37,2,1,-3,-6.8,-3,-5.6,-144,-1.3,7,2,-1.8,0,-2.4
Matchweek 37,37,1,1,-0.2,-1.4,-0.6,6.2,55.8,-0.1,9,20,-0.39999999999999997,-0.39999999999999997,1
Matchweek 38,38,5,2,-0.2,6,2.2,-1.8,231,0.4,4,15,-0.19999999999999996,0,1
Matchweek 38,38,1,2,1,7,2.4,-9.8,7.2,0.5,14,15,1.2000000000000002,1.2,0.40000000000000013
Matchweek 38,38,3,1,0.4,2.8,2.2,5.2,-31,0.4,12,7,0.60000000000000009,-1.2,1.2000000000000002
Matchweek 38,38,1,2,-0.2,-0.2,-1.2,-7.8,-72.4,0.1,18,9,-0.40000000000000013,-1.2,-0.39999999999999991
Matchweek 38,38,2,1,0.8,8.6,2,0.6,352.8,0.7,3,19,1.6,1.4000000000000001,1.5999999999999999
Matchweek 38,38,1,0,-0.4,1.2,0.2,-0.8,-17.6,0.2,9,6,0.20000000000000018,0,1.2
Matchweek 38,38,4,1,0.6,-2,0.8,2.4,233.4,0.4,7,15,-0.39999999999999991,0.8,-0.4
Matchweek 38,38,3,1,0.8,9.2,2.2,-1.4,186.4,0.8,1,11,2.2,2.4,1.8
Matchweek 38,38,3,2,2.6,7.4,1.8,-4.8,239.2,1.5,2,13,0.79999999999999982,1.4000000000000001,1
Matchweek 38,38,0,5,-0.4,-1.4,-0.6,2.6,-108.8,-0.2,20,4,-1.4000000000000001,-1.7999999999999998,-1.4000000000000001
